package,vuln_count,cvss_max,has_vuln,has_high_vuln,advisory_ids
google-resumable-media,0,,0,0,
graphql-core,0,,0,0,
asn1crypto,0,,0,0,
wsproto,0,,0,0,
beartype,0,,0,0,
wheel,3,7.5,1,1,GHSA-8rrh-rw8j-w5fx;GHSA-qwmp-2cf2-g9g6;PYSEC-2022-43017
pycryptodome,3,7.5,1,1,GHSA-hgg3-g7gr-66r7;GHSA-j225-cvw7-qrx7;PYSEC-2018-21
apache-airflow-task-sdk,0,,0,0,
snowballstemmer,0,,0,0,
ipython-pygments-lexers,0,,0,0,
safetensors,0,,0,0,
apache-airflow-providers-standard,0,,0,0,
arrow,0,,0,0,
invoke,0,,0,0,
uritemplate,0,,0,0,
jupyter-client,0,,0,0,
deprecation,0,,0,0,
tinycss2,0,,0,0,
imagesize,0,,0,0,
nbformat,0,,0,0,
brotli,3,7.5,1,1,GHSA-2qfp-q593-8484;GHSA-5v8v-66v8-mwm7;PYSEC-2020-29
prettytable,0,,0,0,
filetype,0,,0,0,
deepdiff,2,8.0,1,1,GHSA-54jj-px8x-5w5q;GHSA-mw26-5g2v-hqw3
absl-py,0,,0,0,
typeguard,0,,0,0,
sphinxcontrib-serializinghtml,0,,0,0,
alabaster,0,,0,0,
sphinxcontrib-qthelp,0,,0,0,
sphinxcontrib-htmlhelp,0,,0,0,
sphinxcontrib-applehelp,0,,0,0,
sphinxcontrib-devhelp,0,,0,0,
sphinxcontrib-jsmath,0,,0,0,
semver,0,,0,0,
llvmlite,0,,0,0,
orderly-set,0,,0,0,
pyproject-hooks,0,,0,0,
mashumaro,0,,0,0,
mmh3,0,,0,0,
google-cloud-storage,0,,0,0,
numba,0,,0,0,
griffe,0,,0,0,
zope-interface,0,,0,0,
bleach,13,9.8,1,1,GHSA-8rfp-98v4-mmr6;GHSA-g75f-g53v-794x;GHSA-gj48-438w-jh9v;GHSA-m6xf-fq7q-8743;GHSA-m9mq-p2f9-cfqv;GHSA-q65m-pv3f-wr5r;GHSA-vqhp-cxgc-6wmm;GHSA-vv2x-vrpj-qqpq;PYSEC-2018-51;PYSEC-2020-27;PYSEC-2020-28;PYSEC-2020-340;PYSEC-2021-865
joserfc,2,8.0,1,1,GHSA-frfh-8v73-gjg4;GHSA-w5r5-m38g-f9f9
transformers,35,9.0,1,1,GHSA-282v-666c-3fvg;GHSA-37mw-44qp-f5jm;GHSA-37q5-v5qm-c9v8;GHSA-3863-2447-669p;GHSA-489j-g2vx-39wf;GHSA-4w7r-h757-3r74;GHSA-59p9-h35m-wg4g;GHSA-69w3-r845-3855;GHSA-6rvg-6v2m-4j46;GHSA-9356-575x-2w9m;GHSA-fpwr-67px-3qhx;GHSA-hxxf-235m-72v3;GHSA-jjph-296x-mrcr;GHSA-phhr-52qp-3mj4;GHSA-q2wp-rjmx-x6x9;GHSA-qq3j-4f4f-9583;GHSA-qxrp-vhvm-j765;GHSA-rcv9-qm8p-9p6j;GHSA-v68g-wm8c-6x7j;GHSA-wrfc-pvp9-mr9g;PYSEC-2023-299;PYSEC-2023-300;PYSEC-2023-301;PYSEC-2024-227;PYSEC-2024-228;PYSEC-2024-229;PYSEC-2025-211;PYSEC-2025-212;PYSEC-2025-213;PYSEC-2025-214;PYSEC-2025-215;PYSEC-2025-216;PYSEC-2025-217;PYSEC-2025-218;PYSEC-2025-40
argon2-cffi-bindings,0,,0,0,
cattrs,0,,0,0,
ormsgpack,0,,0,0,
humanfriendly,0,,0,0,
cyclopts,0,,0,0,
virtualenv,5,9.8,1,1,GHSA-3jhc-wjqf-5f2c;GHSA-597g-3phw-6986;GHSA-rqc4-2hc7-8c8v;PYSEC-2011-23;PYSEC-2024-187
authlib,15,9.1,1,1,GHSA-5357-c2jx-v7qh;GHSA-7432-952r-cw78;GHSA-7wc2-qxgw-g8gg;GHSA-9ggr-2464-2j32;GHSA-fg6f-75jq-6523;GHSA-g7f3-828f-7h7m;GHSA-jj8c-mmj3-mmgv;GHSA-m344-f55w-2m6j;GHSA-pq5p-34cr-23v9;GHSA-r95x-qfjj-fjj2;GHSA-w8p2-r796-3vmq;GHSA-wvwj-cvrp-7pv5;PYSEC-2024-52;PYSEC-2026-188;PYSEC-2026-25
parsedatetime,0,,0,0,
humanize,0,,0,0,
multiprocess,0,,0,0,
roman-numerals,0,,0,0,
rich-rst,0,,0,0,
distlib,0,,0,0,
langgraph-checkpoint,2,8.0,1,1,GHSA-mhr3-j7m5-c7c9;GHSA-wwqv-p2pp-99h5
argon2-cffi,0,,0,0,
httplib2,6,7.5,1,1,GHSA-93xj-8mrv-444m;GHSA-gg84-qgv9-w4pq;GHSA-q48q-77qv-cf9p;PYSEC-2014-81;PYSEC-2020-46;PYSEC-2021-16
et-xmlfile,0,,0,0,
mccabe,0,,0,0,
pytimeparse,0,,0,0,
dbt-adapters,0,,0,0,
dbt-common,1,4.0,1,0,GHSA-w75w-9qv4-j5xj
overrides,0,,0,0,
azure-storage-blob,1,4.7,1,0,GHSA-64x4-9hc6-r2h6
griffecli,0,,0,0,
python-discovery,0,,0,0,
comm,0,,0,0,
jsonref,0,,0,0,
rapidfuzz,0,,0,0,
langchain,38,9.8,1,1,GHSA-2qmj-7962-cjq8;GHSA-3644-q5cj-c5c7;GHSA-3hjh-jh2h-vrg6;GHSA-45pg-36p6-83v9;GHSA-57fc-8q82-gfp3;GHSA-655w-fm8m-m478;GHSA-6643-h7h5-x9wh;GHSA-6h8p-4hx9-w66c;GHSA-7gfq-f96f-g85j;GHSA-7q94-qpjr-xpgm;GHSA-8h5w-f6q9-wg35;GHSA-92j5-3459-qgp4;GHSA-f73w-4m7g-ch9x;GHSA-fj32-q626-pjjc;GHSA-fprp-p869-w6q2;GHSA-gr75-jv2w-4656;GHSA-gwqq-6vq7-5j86;GHSA-h59x-p739-982c;GHSA-h9j7-5xvc-qhg5;GHSA-prgp-w7vf-ch62;GHSA-rgp8-pm28-3759;GHSA-x32c-59v5-h7fg;PYSEC-2023-109;PYSEC-2023-110;PYSEC-2023-138;PYSEC-2023-145;PYSEC-2023-146;PYSEC-2023-147;PYSEC-2023-151;PYSEC-2023-162;PYSEC-2023-18;PYSEC-2023-205;PYSEC-2023-91;PYSEC-2023-92;PYSEC-2023-98;PYSEC-2024-115;PYSEC-2024-118;PYSEC-2024-43
grpcio-health-checking,0,,0,0,
dbt-core,5,7.8,1,1,GHSA-j4g3-3q8x-jxqp;GHSA-p3f3-5ccg-83xq;GHSA-p72q-h37j-3hq7;GHSA-pmrx-695r-4349;PYSEC-2024-66
build,0,,0,0,
nbclient,0,,0,0,
openpyxl,2,8.2,1,1,GHSA-chqf-hx79-gxc6;PYSEC-2017-48
types-requests,0,,0,0,
py-key-value-aio,0,,0,0,
pyperclip,0,,0,0,
onnxruntime,0,,0,0,
mistune,13,8.6,1,1,GHSA-58cw-g322-p94v;GHSA-6269-cqxg-mhhv;GHSA-8g87-j6q8-g93x;GHSA-8mp2-v27r-99xp;GHSA-98gj-wwxm-cj3h;GHSA-ccfx-mfmx-2fx9;GHSA-fw3v-x4f2-v673;GHSA-hpv5-v8g5-c864;GHSA-v87v-83h2-53w7;PYSEC-2017-18;PYSEC-2017-80;PYSEC-2022-237;PYSEC-2026-168
shapely,0,,0,0,
pathable,0,,0,0,
uncalled-for,0,,0,0,
appdirs,0,,0,0,
trove-classifiers,0,,0,0,
langgraph-prebuilt,0,,0,0,
leather,0,,0,0,
mergedeep,0,,0,0,
types-protobuf,0,,0,0,
debugpy,0,,0,0,
ujson,9,7.5,1,1,GHSA-c38f-wx89-p2xg;GHSA-c8rr-9gxc-jprv;GHSA-fh56-85cw-5pq6;GHSA-fm67-cv37-96ff;GHSA-wgvc-ghv9-3pmm;GHSA-wpqr-jcpx-745r;OSV-2021-1809;OSV-2021-955;PYSEC-2022-25
dbt-protos,0,,0,0,
agate,0,,0,0,
backports-datetime-fromisoformat,0,,0,0,
langgraph-sdk,0,,0,0,
langgraph,2,7.2,1,1,GHSA-g48c-2wqr-h844;PYSEC-2026-83
mdit-py-plugins,0,,0,0,
aiohttp-retry,0,,0,0,
ruamel-yaml-clib,0,,0,0,
litellm,25,9.8,1,1,GHSA-3xr8-qfvj-9p9j;GHSA-46cm-pfwv-cgf8;GHSA-4xpc-pv4p-pm3w;GHSA-53gh-p8jc-7rg8;GHSA-53mr-6c8q-9789;GHSA-5mg7-485q-xm76;GHSA-69x8-hrgq-fjj8;GHSA-7ggm-4rjg-594w;GHSA-879v-fggm-vxw2;GHSA-8j42-pcfm-3467;GHSA-fh2c-86xm-pm2x;GHSA-fjcf-3j3r-78rp;GHSA-g26j-5385-hhw3;GHSA-g5pg-73fc-hjwq;GHSA-gppg-gqw8-wh9g;GHSA-gw2q-qw9j-rgv7;GHSA-h6m6-jj8v-94jj;GHSA-jjhc-v7c2-5hh6;GHSA-qqcv-vg9f-5rr3;GHSA-r75f-5x8p-qvmc;GHSA-v4p8-mg3p-g94g;GHSA-wxxx-gvqv-xp7p;GHSA-xqmj-j6mv-4862;MAL-2026-2144;PYSEC-2026-2
google-auth-oauthlib,0,,0,0,
pymongo,3,4.7,1,0,GHSA-m87m-mmvp-v9qm;GHSA-x33v-f3gp-gw2c;PYSEC-2013-30
sqlglot,0,,0,0,
pycodestyle,0,,0,0,
pandocfilters,0,,0,0,
jupyterlab-pygments,0,,0,0,
jsonschema-path,0,,0,0,
rsa,6,7.5,1,1,GHSA-537h-rv9q-vvph;GHSA-8rjr-6qq5-pj9p;GHSA-xrx6-fmxq-rjj2;PYSEC-2016-10;PYSEC-2020-100;PYSEC-2020-99
coloredlogs,0,,0,0,
graphviz,0,,0,0,
google-cloud-bigquery,0,,0,0,
nbconvert,5,6.5,1,0,GHSA-4c99-qj7h-p3vg;GHSA-7jqv-fw35-gmx9;GHSA-9jmq-rx5f-8jwq;GHSA-xm59-rqc7-hhvf;PYSEC-2022-249
lz4,0,,0,0,
pysocks,0,,0,0,
send2trash,0,,0,0,
rfc3986-validator,0,,0,0,
ordered-set,0,,0,0,
google-auth-httplib2,0,,0,0,
aiobotocore,0,,0,0,
vine,0,,0,0,
webcolors,0,,0,0,
future,2,7.5,1,1,GHSA-v3c5-jqr6-7qm8;PYSEC-2022-42991
dbt-extractor,0,,0,0,
plotly,0,,0,0,
gunicorn,4,8.2,1,1,GHSA-32pc-xphx-q4f6;GHSA-hc5x-x2vx-497g;GHSA-w3h3-4rj7-4ph4;PYSEC-2018-55
terminado,0,,0,0,
xmltodict,0,,0,0,
daff,0,,0,0,
click-plugins,0,,0,0,
mlflow-skinny,0,,0,0,
omegaconf,0,,0,0,
snowplow-tracker,0,,0,0,
dbt-semantic-interfaces,0,,0,0,
fastuuid,0,,0,0,
amqp,0,,0,0,
bracex,0,,0,0,
isoduration,0,,0,0,
fqdn,0,,0,0,
uri-template,0,,0,0,
simplejson,1,5.9,1,0,GHSA-9772-cwx9-r4cj
jupyter-events,0,,0,0,
google-genai,0,,0,0,
jupyter-server-terminals,0,,0,0,
pyflakes,0,,0,0,
dateparser,0,,0,0,
portalocker,0,,0,0,
ghp-import,0,,0,0,
pyyaml-env-tag,0,,0,0,
datasets,0,,0,0,
diskcache,1,6.5,1,0,GHSA-w8v5-vhqr-4h9v
kombu,0,,0,0,
jupyter-server,25,8.8,1,1,GHSA-24qx-w28j-9m6p;GHSA-5789-5fc7-67v3;GHSA-5mrq-x3x5-8v8f;GHSA-64x5-55rw-9974;GHSA-9f66-54xg-pc2c;GHSA-fcw5-x6j4-ccmp;GHSA-grfj-wjv9-4f9v;GHSA-h56g-gq9v-vc8r;GHSA-hrw6-wg82-cm62;GHSA-p737-p57g-4cpr;GHSA-q874-g24w-4q9g;GHSA-qh7q-6qm3-653w;GHSA-r726-vmfq-j9j3;PYSEC-2020-234;PYSEC-2020-346;PYSEC-2020-50;PYSEC-2022-179;PYSEC-2022-211;PYSEC-2023-155;PYSEC-2023-157;PYSEC-2023-272;PYSEC-2024-165;PYSEC-2026-67;PYSEC-2026-68;PYSEC-2026-69
tomli-w,0,,0,0,
rfc3987-syntax,0,,0,0,
billiard,0,,0,0,
click-didyoumean,0,,0,0,
wcmatch,0,,0,0,
click-repl,0,,0,0,
opt-einsum,0,,0,0,
langchain-text-splitters,3,7.5,1,1,GHSA-fv5p-p927-qmxr;GHSA-m42m-m8cr-8m58;PYSEC-2026-77
opentelemetry-util-http,0,,0,0,
asyncpg,2,9.8,1,1,GHSA-2xpj-f5g2-8p7m;PYSEC-2020-24
backports-zstd,0,,0,0,
dirtyjson,0,,0,0,
py4j,0,,0,0,
mkdocs-get-deps,0,,0,0,
json5,0,,0,0,
graphql-relay,0,,0,0,
celery,4,7.5,1,1,GHSA-q4xr-rc97-m4xx;GHSA-rpc6-h455-3rx5;PYSEC-2011-17;PYSEC-2021-858
llama-index-core,10,9.8,1,1,GHSA-2rhq-96q8-4vjq;GHSA-3wxx-q3gv-pvvv;GHSA-488g-hw5f-x29p;GHSA-7753-xrfw-ch36;GHSA-cr7q-2w66-hjcm;GHSA-fxc2-8m62-m85x;GHSA-j3wr-m6xh-64hg;GHSA-m84c-4c34-28gf;GHSA-r6gp-rff2-p3hf;GHSA-wvpx-g427-q9wc
loguru,2,4.3,1,0,GHSA-39ph-wr67-j4xq;PYSEC-2022-14
textual,0,,0,0,
einops,0,,0,0,
requests-file,0,,0,0,
cssselect,0,,0,0,
faker,0,,0,0,
mkdocs,2,7.5,1,1,GHSA-qh9q-34h6-hcv9;PYSEC-2021-878
onnx,18,9.1,1,1,GHSA-3r9x-f23j-gc73;GHSA-538c-55jv-c5g9;GHSA-6rq9-53c3-f7vj;GHSA-cmw6-hcpp-c6jp;GHSA-ffxj-547x-5j7c;GHSA-h36j-8vv3-cj52;GHSA-h8wv-9h96-m4hr;GHSA-hqmj-h5c6-369m;GHSA-p433-9wv8-28xj;GHSA-q56x-g2fj-4rj6;GHSA-whh8-fjgc-qp73;PYSEC-2023-38;PYSEC-2024-222;PYSEC-2024-223;PYSEC-2025-10;PYSEC-2025-148;PYSEC-2026-103;PYSEC-2026-104
dagster-shared,0,,0,0,
tblib,0,,0,0,
google-api-python-client,0,,0,0,
pyee,0,,0,0,
widgetsnbextension,0,,0,0,
jupyterlab-widgets,0,,0,0,
isort,0,,0,0,
aioitertools,0,,0,0,
llama-index-workflows,0,,0,0,
av,0,,0,0,
djangorestframework,3,6.1,1,0,GHSA-fx83-3ph3-9j2q;GHSA-gw84-84pc-xp82;PYSEC-2020-263
torchvision,0,,0,0,
llama-index-instrumentation,0,,0,0,
graphene,0,,0,0,
openapi-pydantic,0,,0,0,
bitarray,0,,0,0,
flake8,0,,0,0,
patsy,0,,0,0,
flask-cors,10,7.5,1,1,GHSA-43qf-4rqw-9q2g;GHSA-7rxf-gvfg-47g4;GHSA-84pr-m4jr-85g5;GHSA-8vgw-p6qm-5gr7;GHSA-hxwh-jpp2-84pm;GHSA-xc3p-ff3m-f46v;PYSEC-2020-43;PYSEC-2024-260;PYSEC-2024-271;PYSEC-2024-71
snowflake-connector-python,11,7.3,1,1,GHSA-2vpq-fh52-j3wv;GHSA-4r6j-fwcx-94cf;GHSA-5vvg-pvhp-hv2m;GHSA-5w5m-pfw9-c8fp;GHSA-m4f6-vcj4-w5mx;GHSA-r2x6-cjg7-8r43;PYSEC-2023-88;PYSEC-2024-191;PYSEC-2025-26;PYSEC-2025-27;PYSEC-2025-28
toposort,0,,0,0,
ipykernel,0,,0,0,
fastmcp,8,10.0,1,1,GHSA-5h2m-4q8j-pqpj;GHSA-c2jp-c369-7pvx;GHSA-m8x7-r2rg-vh5g;GHSA-mxxr-jv3v-6pgc;GHSA-rcfx-77hg-w2wv;GHSA-rj5c-58rq-j5g5;GHSA-rww4-4w9c-7733;GHSA-vv7q-7jx5-f767
banks,1,7.5,1,1,GHSA-gphh-9q3h-jgpp
rich-click,0,,0,0,
smart-open,0,,0,0,
ipywidgets,0,,0,0,
caio,0,,0,0,
strictyaml,0,,0,0,
psycopg2-binary,0,,0,0,
hatchling,0,,0,0,
kubernetes,0,,0,0,
statsmodels,0,,0,0,
dulwich,10,9.8,1,1,GHSA-4j5j-58j7-6c3w;GHSA-555p-6grf-mh7f;GHSA-897w-fcg9-f6xj;GHSA-9277-mp7x-85jf;GHSA-cwwh-4382-6fwr;GHSA-vjjf-3rvg-gv3v;GHSA-xrvj-v92f-53gj;PYSEC-2015-34;PYSEC-2015-35;PYSEC-2017-12
flatbuffers,0,,0,0,
dagster-pipes,0,,0,0,
pycares,2,5.6,1,0,GHSA-5qpg-rh4j-qp35;GHSA-c58j-88f5-h53f
trio,0,,0,0,
parse,0,,0,0,
coverage,0,,0,0,
opencv-python,32,8.8,1,1,GHSA-267x-w5hx-8hjr;GHSA-33h2-69j3-r336;GHSA-3448-vrgh-85xr;GHSA-5rpc-gwh9-q9fg;GHSA-634c-v2xv-ffpg;GHSA-6v6p-p97v-g2p7;GHSA-83rh-hx5x-q9p5;GHSA-8849-5h85-98qw;GHSA-89rj-5ggj-3p9p;GHSA-8w3x-457r-wg53;GHSA-9g8h-pjm4-q92p;GHSA-c7gp-2pch-qh2v;GHSA-cvhw-2593-5j2q;GHSA-fffj-9qwg-qmh5;GHSA-fm39-cw8h-3p63;GHSA-fr58-2xhv-qp3w;GHSA-fvq6-392h-6mjj;GHSA-fw99-f933-rgh8;GHSA-hxfw-jm98-v4mq;GHSA-jcxv-2j3h-mg59;GHSA-jggw-2q6g-c3m6;GHSA-m43c-649m-pm48;GHSA-m6vm-8g8v-xfjh;GHSA-pqjj-6f5q-gqph;GHSA-q799-q27x-vp7w;GHSA-qr4w-53vh-m672;GHSA-rqxg-xvcq-3v2f;GHSA-vc29-rj92-gc7j;GHSA-w96g-3p64-63wr;GHSA-wq8f-wvqp-xvvm;GHSA-x3rm-644h-67m8;PYSEC-2023-183
sentry-sdk,2,7.6,1,1,GHSA-29pr-6jr8-q5jm;GHSA-g92j-qhmh-64v2
lazy-loader,0,,0,0,
durationpy,0,,0,0,
semantic-version,0,,0,0,
schema,0,,0,0,
aiofile,0,,0,0,
dagster,3,8.3,1,1,GHSA-h7x8-jv97-fvvm;GHSA-mjw2-v2hm-wj34;GHSA-q93c-p2mw-p23f
zope-event,0,,0,0,
gevent,2,9.8,1,1,GHSA-x7m3-jprg-wc5g;PYSEC-2023-177
cronsim,0,,0,0,
aiodns,0,,0,0,
tinytag,1,6.5,1,0,GHSA-f4rq-2259-hv29
inflection,0,,0,0,
opentelemetry-instrumentation-threading,0,,0,0,
pyroaring,0,,0,0,
ijson,0,,0,0,
pbr,0,,0,0,
langchain-classic,1,7.1,1,1,GHSA-3644-q5cj-c5c7
anthropic,2,5.3,1,0,GHSA-q5f5-3gjm-7mfm;GHSA-w828-4qhx-vxx3
langchain-openai,2,3.1,1,0,GHSA-r7w7-9xr2-qq2r;PYSEC-2026-76
h5py,0,,0,0,
apscheduler,1,9.8,1,1,GHSA-9cfw-f3f9-7mm7
google-cloud-resource-manager,0,,0,0,
readchar,0,,0,0,
pyiceberg,0,,0,0,
ruff,0,,0,0,
adal,0,,0,0,
std-uritemplate,0,,0,0,
sounddevice,0,,0,0,
fastmcp-slim,0,,0,0,
validators,2,7.5,1,1,GHSA-5qcg-w2cc-xffw;PYSEC-2019-134
cytoolz,0,,0,0,
astroid,0,,0,0,
py-cpuinfo,0,,0,0,
cachebox,0,,0,0,
markdownify,1,2.9,1,0,GHSA-7mpr-5m44-h73r
slack-sdk,0,,0,0,
fastcore,0,,0,0,
langchain-community,9,10.0,1,1,GHSA-3hjh-jh2h-vrg6;GHSA-45pg-36p6-83v9;GHSA-f2jm-rw3h-6phg;GHSA-h5gc-rm8j-5gpr;GHSA-pc6w-59fv-rh23;GHSA-q25c-c977-4cmh;PYSEC-2024-115;PYSEC-2024-278;PYSEC-2025-70
eth-hash,0,,0,0,
pkginfo,0,,0,0,
eth-typing,0,,0,0,
pymdown-extensions,3,7.5,1,1,GHSA-62q4-447f-wv8h;GHSA-jh85-wwv9-24hv;GHSA-r6h4-mm7h-8pmq
click-option-group,0,,0,0,
ply,0,,0,0,
nodeenv,0,,0,0,
pypdf,32,8.0,1,1,GHSA-248m-82v9-q6g6;GHSA-2q4j-m29v-hq73;GHSA-2rw7-x74f-jg35;GHSA-3crg-w4f6-42mx;GHSA-4f6g-68pf-7vhv;GHSA-4pxv-j86v-mhcw;GHSA-4vvm-4w3v-6mr8;GHSA-4xc4-762w-m6cg;GHSA-52x6-gq3r-vpf4;GHSA-5hgr-hg42-57jg;GHSA-7gw9-cf7v-778f;GHSA-7hfw-26vp-jp8m;GHSA-87mj-5ggw-8qc3;GHSA-996q-pr4m-cvgq;GHSA-9m86-7pmv-2852;GHSA-9mvc-8737-8j8h;GHSA-cj93-chg6-vgv8;GHSA-f2v5-7jq9-h8cg;GHSA-hqmh-ppp3-xvm7;GHSA-j543-4vmf-qm7v;GHSA-jfx9-29x2-rv3j;GHSA-jj6c-8h6c-hppx;GHSA-jm82-fx9c-mx94;GHSA-m2v9-299j-rv96;GHSA-m449-cwjh-6pw7;GHSA-qpxp-75px-xjcp;GHSA-vr63-x8vc-m265;GHSA-wgvp-vg3v-2xq3;GHSA-wjcc-cq79-p63f;GHSA-wjqc-6w8f-h24c;GHSA-x284-j5p8-9c5p;GHSA-x7hp-r3qg-r3cj
uv,5,6.5,1,0,GHSA-4gg8-gxpx-9rph;GHSA-8qf3-x8v5-2pj8;GHSA-pjjw-68hj-v9mw;GHSA-pqhf-p39g-3x64;GHSA-w476-p2h3-79g9
opentelemetry-instrumentation-requests,0,,0,0,
iso8601,0,,0,0,
google-cloud-aiplatform,2,8.0,1,1,GHSA-qv8j-hgpc-vrq8;GHSA-wh2j-26j7-9728
thrift,0,,0,0,
opencv-python-headless,11,8.8,1,1,GHSA-3448-vrgh-85xr;GHSA-8849-5h85-98qw;GHSA-fm39-cw8h-3p63;GHSA-fw99-f933-rgh8;GHSA-hxfw-jm98-v4mq;GHSA-jggw-2q6g-c3m6;GHSA-jh2j-j4j9-crg3;GHSA-m6vm-8g8v-xfjh;GHSA-q799-q27x-vp7w;GHSA-x3rm-644h-67m8;PYSEC-2023-184
mlflow,100,10.0,1,1,GHSA-3v79-q7ph-j75h;GHSA-42h5-h8qh-vv9v;GHSA-43c4-9qgj-x742;GHSA-46r5-x6jq-v8g6;GHSA-49m6-vrr9-2cqm;GHSA-4qq5-mxxx-m6gg;GHSA-4rj2-9gcx-5qhx;GHSA-4rqf-8pfm-p36r;GHSA-4x5p-f36r-mxxr;GHSA-554w-xh4j-8w64;GHSA-59v3-898r-qwhj;GHSA-5cvj-7rg6-jggj;GHSA-5mvj-wmgj-7q8c;GHSA-5p3h-7fwh-92rc;GHSA-5q6c-ffvg-xcm9;GHSA-5r3q-93q3-f978;GHSA-65h7-c7c4-mghx;GHSA-6749-m5cp-6cg7;GHSA-67c5-x5mf-rppq;GHSA-6xj8-rrqx-r4cv;GHSA-75cm-x2w3-8mgf;GHSA-76cg-cfhx-373f;GHSA-7p8j-qv6x-f4g4;GHSA-7qhf-v65m-g5f3;GHSA-83fm-w79m-64r5;GHSA-8f8q-q2j7-7j2m;GHSA-969w-gqqr-g6j3;GHSA-cv6c-7963-wxcg;GHSA-cwgg-w6mp-w9hg;GHSA-cxfr-5q3r-2rc2;GHSA-f2m9-wcf4-cwwx;GHSA-f42m-mvfv-cgw5;GHSA-f798-qm4r-23r5;GHSA-f82r-jj5r-6g97;GHSA-ffw3-6378-cqgp;GHSA-fh64-r2vc-xvhr;GHSA-fhff-qmm8-h2fp;GHSA-fmxj-6h9g-6vw3;GHSA-g6pg-52vf-843h;GHSA-ghv6-9r9j-wh4j;GHSA-gq3w-7jj3-x7gr;GHSA-hh8p-p8mp-gqhm;GHSA-hq88-wg7q-gp4g;GHSA-hvc6-42vf-jhf8;GHSA-j46q-5pxx-8vmw;GHSA-j62r-wxqq-f3gf;GHSA-j8mg-pqc5-x9gj;GHSA-m49c-5c52-6696;GHSA-p4jx-q62p-x5jr;GHSA-pgqp-8h46-6x4j;GHSA-pqcv-qw2r-r859;GHSA-q2r8-vmq7-fpx2;GHSA-q3gw-8236-5jw4;GHSA-qg8p-32gr-gh6x;GHSA-qpgc-w4mg-6v92;GHSA-r23q-823p-vmf7;GHSA-rfqq-wq6w-72jm;GHSA-rvhj-8chj-8v3c;GHSA-v945-r3rc-6fjm;GHSA-vhcx-3pq2-4fvc;GHSA-vqj2-4v8m-8vrq;GHSA-vwhf-3v6x-wff8;GHSA-w5xq-c4pf-ghq7;GHSA-wc6j-5g83-xfm6;GHSA-wf7f-8fxf-xfxc;GHSA-wjq3-7jxx-whj9;GHSA-wp72-7hj9-5265;GHSA-wqxf-447m-6f5f;GHSA-wv8q-4f85-2p8p;GHSA-wxj7-3fx5-pp9m;GHSA-x38x-g6gr-jqff;GHSA-x422-6qhv-p29g;GHSA-xch3-2f9x-wh9f;GHSA-xg73-94fp-g449;PYSEC-2022-28;PYSEC-2023-252;PYSEC-2023-253;PYSEC-2023-260;PYSEC-2023-28;PYSEC-2023-280;PYSEC-2023-281;PYSEC-2023-29;PYSEC-2023-308;PYSEC-2023-309;PYSEC-2023-68;PYSEC-2023-69;PYSEC-2023-70;PYSEC-2024-224;PYSEC-2024-239;PYSEC-2024-240;PYSEC-2024-241;PYSEC-2024-242;PYSEC-2024-243;PYSEC-2024-244;PYSEC-2024-51;PYSEC-2025-17;PYSEC-2025-52;PYSEC-2026-195;PYSEC-2026-93;PYSEC-2026-94
azure-storage-file-datalake,0,,0,0,
microsoft-kiota-abstractions,0,,0,0,
pydocket,0,,0,0,
cbor2,5,7.5,1,1,GHSA-375g-39jq-vq7m;GHSA-3c37-wwvx-h642;GHSA-wcj4-jw5j-44wh;PYSEC-2024-155;PYSEC-2025-90
black,3,8.0,1,1,GHSA-3936-cmfr-pm3m;GHSA-fj7x-q9j7-g6q6;PYSEC-2024-48
mlflow-tracing,0,,0,0,
questionary,0,,0,0,
burner-redis,0,,0,0,
hyperlink,0,,0,0,
stevedore,0,,0,0,
pycryptodomex,2,5.9,1,0,GHSA-j225-cvw7-qrx7;PYSEC-2024-3
eth-utils,0,,0,0,
execnet,0,,0,0,
skops,4,8.4,1,1,GHSA-378x-6p4f-8jgm;GHSA-4v6w-xpmh-gfgp;GHSA-m7f4-hrc6-fwg3;GHSA-q49c-6v6g-wgq3
huey,0,,0,0,
grpclib,0,,0,0,
tree-sitter,0,,0,0,
cachecontrol,0,,0,0,
types-pyyaml,0,,0,0,
boolean-py,0,,0,0,
jaxlib,0,,0,0,
pypdfium2,0,,0,0,
s3fs,0,,0,0,
