package,in_degree_centrality,out_degree_centrality,structural_metric,structural,pagerank,in_degree_centrality_norm,structural_norm,pagerank_norm,criticality_index,risk_score,combined_score,criticality_rank
littlefs-python,0.00000000,0.00045188,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08807800,0.04403900,4061
liccheck,0.00000000,0.00045188,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08807300,0.04403650,4062
crayons,0.00000000,0.00022594,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08801100,0.04400550,4063
mailjet-rest,0.00000000,0.00135563,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08798200,0.04399100,4064
solders,0.00000000,0.00045188,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08793800,0.04396900,4065
json-stream,0.00000000,0.00022594,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08792900,0.04396450,4066
dingtalk-stream,0.00000000,0.00361500,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08786400,0.04393200,4067
twirp,0.00000000,0.00180750,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08781900,0.04390950,4068
pyro-ppl,0.00000000,0.00112969,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08777600,0.04388800,4069
openapi-schema-pydantic,0.00000000,0.00112969,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08777100,0.04388550,4070
apache-airflow-providers-redis,0.00000000,0.02937189,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08768700,0.04384350,4071
python-keystoneclient,0.00000000,0.00564844,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08767400,0.04383700,4072
intuit-oauth,0.00000000,0.00316313,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08765200,0.04382600,4073
shandy-sqlfmt,0.00000000,0.00135563,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08765000,0.04382500,4074
linkedin-api-client,0.00000000,0.00112969,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08764200,0.04382100,4075
async-stripe,0.00000000,0.00180750,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08763900,0.04381950,4076
seekpath,0.00000000,0.00112969,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08761000,0.04380500,4077
mcp-server-fetch,0.00000000,0.00994126,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08758400,0.04379200,4078
pytest-sftpserver,0.00000000,0.00203344,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08754900,0.04377450,4079
pyocd,0.00000000,0.00542250,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08750700,0.04375350,4080
pyvista,0.00000000,0.00700407,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08745000,0.04372500,4081
alibabacloud-dingtalk,0.00000000,0.00700407,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08743500,0.04371750,4082
pudb,0.00000000,0.00180750,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08742000,0.04371000,4083
zensical,0.00000000,0.00225938,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08737100,0.04368550,4084
honcho-ai,0.00000000,0.00271125,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08732500,0.04366250,4085
crispy-bootstrap5,0.00000000,0.00112969,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08732200,0.04366100,4086
django-picklefield,0.00000000,0.00090375,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08728500,0.04364250,4087
types-boto3-full,0.00000000,0.00022594,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08728200,0.04364100,4088
jinja-partials,0.00000000,0.00045188,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08726400,0.04363200,4089
flake8-print,0.00000000,0.00090375,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08725400,0.04362700,4090
wmi,0.00000000,0.00022594,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08721600,0.04360800,4091
ringcentral,0.00000000,0.00158156,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08721400,0.04360700,4092
graphene-django,0.00000000,0.00248531,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08720700,0.04360350,4093
django-pgmigrate,0.00000000,0.00135563,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08714400,0.04357200,4094
django-libsass,0.00000000,0.00203344,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08714000,0.04357000,4095
aiohttp-json-rpc,0.00022594,0.00248531,katz,0.00150553,0.00012716,0.00045851,0.00025292,0.00003107,0.00021558,0.08691800,0.04356679,4096
supervision,0.00000000,0.00497063,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08713100,0.04356550,4097
ipympl,0.00000000,0.00745594,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08711900,0.04355950,4098
pymatgen-io-validation,0.00000000,0.01016719,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08711000,0.04355500,4099
chonkie,0.00000000,0.00293719,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08706300,0.04353150,4100
azure-mgmt-redisenterprise,0.00000000,0.00271125,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08705800,0.04352900,4101
posthoganalytics,0.00000000,0.00180750,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08705000,0.04352500,4102
opentelemetry-instrumentation-google-genai,0.00000000,0.00180750,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08704600,0.04352300,4103
thop,0.00000000,0.00022594,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08697700,0.04348850,4104
draccus,0.00000000,0.00158156,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08692300,0.04346150,4105
clickhouse-pool,0.00000000,0.00067781,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08690600,0.04345300,4106
collectfasta,0.00000000,0.00112969,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08687500,0.04343750,4107
hmmlearn,0.00000000,0.00112969,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08685900,0.04342950,4108
pin,0.00000000,0.00338906,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08683300,0.04341650,4109
selenium-wire,0.00000000,0.00655219,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08683300,0.04341650,4110
pyxtal,0.00000000,0.01039313,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08681700,0.04340850,4111
kernels,0.00000000,0.00587438,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08681500,0.04340750,4112
drf-exceptions-hog,0.00000000,0.00112969,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08680700,0.04340350,4113
jobflow,0.00000000,0.01039313,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08677800,0.04338900,4114
stpyv8,0.00000000,0.00045188,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08677100,0.04338550,4115
django-modeltranslation,0.00000000,0.00090375,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08673000,0.04336500,4116
aiodocker,0.00000000,0.00248531,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08668700,0.04334350,4117
cerebras-cloud-sdk,0.00000000,0.00384094,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08664600,0.04332300,4118
apache-airflow-providers-apache-spark,0.00000000,0.03027564,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08663200,0.04331600,4119
http-message-signatures,0.00000000,0.00090375,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08660800,0.04330400,4120
zipfile-zstd,0.00000000,0.00022594,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08660300,0.04330150,4121
pynetbox,0.00000000,0.00135563,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08660000,0.04330000,4122
blessings,0.00000000,0.00022594,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08659100,0.04329550,4123
pyecharts,0.00000000,0.00112969,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08658600,0.04329300,4124
pytest-testinfra,0.00000000,0.00180750,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08657500,0.04328750,4125
platformio,0.00000000,0.00497063,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08656800,0.04328400,4126
types-boto3-ses,0.00000000,0.00022594,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08656300,0.04328150,4127
pymc,0.00000000,0.00723000,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08652400,0.04326200,4128
django-choices,0.00000000,0.00090375,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08650400,0.04325200,4129
splunk-handler,0.00000000,0.00112969,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08647800,0.04323900,4130
ldfparser,0.00000000,0.00090375,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08646100,0.04323050,4131
janaf,0.00000000,0.00045188,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08642200,0.04321100,4132
angr,0.00000000,0.00948938,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08641000,0.04320500,4133
cron-validator,0.00000000,0.00067781,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08635500,0.04317750,4134
adjusttext,0.00000000,0.00271125,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08635200,0.04317600,4135
memcache,0.00000000,0.00135563,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08634800,0.04317400,4136
elasticsearch-dbapi,0.00000000,0.00316313,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08633700,0.04316850,4137
pytype,0.00000000,0.00361500,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08629000,0.04314500,4138
pytelegrambotapi,0.00000000,0.00112969,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08626900,0.04313450,4139
textstat,0.00000000,0.00158156,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08626800,0.04313400,4140
customtkinter,0.00000000,0.00045188,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08625500,0.04312750,4141
geonames,0.00000000,0.00022594,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08624400,0.04312200,4142
segments,0.00000000,0.00406688,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08623900,0.04311950,4143
faststream,0.00000000,0.00203344,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08621700,0.04310850,4144
qiskit,0.00000000,0.00135563,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08620700,0.04310350,4145
numpy-quaternion,0.00000000,0.00045188,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08620000,0.04310000,4146
django-fernet-fields-v2,0.00000000,0.00158156,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08613000,0.04306500,4147
google-auth-stubs,0.00000000,0.00248531,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08609500,0.04304750,4148
gspread-formatting,0.00000000,0.00361500,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08603300,0.04301650,4149
databricks-zerobus-ingest-sdk,0.00000000,0.00135563,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08597800,0.04298900,4150
databento,0.00000000,0.00497063,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08597500,0.04298750,4151
pvlib,0.00000000,0.00271125,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08597400,0.04298700,4152
django-cotton,0.00000000,0.00090375,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08597300,0.04298650,4153
csv-diff,0.00000000,0.00045188,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08595900,0.04297950,4154
codeguru-profiler-agent,0.00000000,0.00158156,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08595300,0.04297650,4155
mlxtend,0.00000000,0.00361500,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08594400,0.04297200,4156
aioesphomeapi,0.00000000,0.00271125,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08593300,0.04296650,4157
netmiko,0.00000000,0.00406688,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08590400,0.04295200,4158
django-pgtrigger,0.00000000,0.00090375,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08584900,0.04292450,4159
e3nn,0.00000000,0.00180750,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08582100,0.04291050,4160
localstack-core,0.00000000,0.00519657,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08582100,0.04291050,4161
typeid-python,0.00000000,0.00022594,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08581700,0.04290850,4162
bindep,0.00000000,0.00112969,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08580800,0.04290400,4163
marshmallow-jsonschema,0.00000000,0.00067781,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08579400,0.04289700,4164
ypy-websocket,0.00000000,0.00135563,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08578300,0.04289150,4165
gitlint-core,0.00000000,0.00112969,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08577700,0.04288850,4166
google-apps-meet,0.00000000,0.00406688,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08577200,0.04288600,4167
pymongocrypt,0.00000000,0.00271125,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08576700,0.04288350,4168
stagehand,0.00000000,0.00316313,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08576000,0.04288000,4169
fastapi-users-db-sqlalchemy,0.00000000,0.00587438,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08575800,0.04287900,4170
adyen,0.00000000,0.00112969,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08570600,0.04285300,4171
eccodes,0.00000000,0.00135563,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08568600,0.04284300,4172
aws-cdk-asset-kubectl-v20,0.00000000,0.00248531,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08567600,0.04283800,4173
flask-smorest,0.00000000,0.00338906,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08563800,0.04281900,4174
devicecheck,0.00000000,0.00225938,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08558400,0.04279200,4175
liblinear-multicore,0.00000000,0.00045188,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08556000,0.04278000,4176
mediapy,0.00000000,0.00655219,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08552800,0.04276400,4177
unstructured-inference,0.00000000,0.01152282,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08546100,0.04273050,4178
perplexityai,0.00000000,0.00316313,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08545900,0.04272950,4179
langchain-pinecone,0.00000000,0.01197469,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08544400,0.04272200,4180
npmai,0.00000000,0.00112969,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08543800,0.04271900,4181
click-help-colors,0.00000000,0.00022594,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08543100,0.04271550,4182
dagster-gcp,0.00000000,0.01739720,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08541300,0.04270650,4183
pyserde,0.00000000,0.00271125,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08541100,0.04270550,4184
nacos-sdk-python,0.00000000,0.01333032,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08541000,0.04270500,4185
codecov,0.00000000,0.00135563,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08538300,0.04269150,4186
flake8-noqa,0.00000000,0.00112969,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08538000,0.04269000,4187
pipelinewise-singer-python,0.00000000,0.00248531,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08537000,0.04268500,4188
taskiq-redis,0.00000000,0.00497063,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08535200,0.04267600,4189
rosbags,0.00000000,0.00135563,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08534600,0.04267300,4190
molecule-plugins,0.00000000,0.00610032,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08534500,0.04267250,4191
dbt-athena,0.00000000,0.01513782,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08533500,0.04266750,4192
mkdocs-minify-plugin,0.00000000,0.00474469,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08531000,0.04265500,4193
box-sdk-gen,0.00000000,0.00135563,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08528100,0.04264050,4194
mcp-use,0.00000000,0.01446001,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08527200,0.04263600,4195
types-flask,0.00000000,0.00090375,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08525700,0.04262850,4196
prefect-dbt,0.00000000,0.03072752,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08525200,0.04262600,4197
autogluon-tabular,0.00000000,0.00790782,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08520100,0.04260050,4198
trustcall,0.00000000,0.00768188,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08519500,0.04259750,4199
prefect-cloud,0.00000000,0.00768188,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08519000,0.04259500,4200
sphinx-book-theme,0.00000000,0.00610032,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08516100,0.04258050,4201
silero-vad,0.00000000,0.00067781,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08514100,0.04257050,4202
arch,0.00000000,0.00180750,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08513100,0.04256550,4203
httpie,0.00000000,0.00361500,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08511800,0.04255900,4204
businesstimedelta,0.00000000,0.00090375,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08508600,0.04254300,4205
inngest,0.00000000,0.00293719,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08506900,0.04253450,4206
amqpstorm,0.00000000,0.00022594,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.08505200,0.04252600,4207
