package,in_degree_centrality,out_degree_centrality,structural_metric,structural,pagerank,in_degree_centrality_norm,structural_norm,pagerank_norm,criticality_index,risk_score,combined_score,criticality_rank
qtpy,0.00022594,0.00022594,katz,0.00150553,0.00012772,0.00045851,0.00025292,0.00003709,0.00021798,0.17962700,0.08992249,1991
retry-decorator,0.00045188,0.00000000,katz,0.00165608,0.00013270,0.00091701,0.00053114,0.00009131,0.00045167,0.17933300,0.08989234,1992
pyopengl,0.00022594,0.00000000,katz,0.00150553,0.00013751,0.00045851,0.00025292,0.00014371,0.00026063,0.17935300,0.08980682,1993
albucore,0.00022594,0.00067781,katz,0.00150553,0.00013244,0.00045851,0.00025292,0.00008844,0.00023852,0.17935400,0.08979626,1994
cel-python,0.00022594,0.00203344,katz,0.00150553,0.00013391,0.00045851,0.00025292,0.00010451,0.00024496,0.17922500,0.08973498,1995
lm-format-enforcer,0.00022594,0.00180750,katz,0.00150553,0.00012496,0.00045851,0.00025292,0.00000714,0.00020601,0.17925100,0.08972850,1996
ulid-transform,0.00045188,0.00000000,katz,0.00165608,0.00012607,0.00091701,0.00053114,0.00001921,0.00042284,0.17891900,0.08967092,1997
dbl-tempo,0.00022594,0.00000000,katz,0.00150553,0.00012564,0.00045851,0.00025292,0.00001455,0.00020897,0.17910000,0.08965449,1998
hist,0.00022594,0.00158156,katz,0.00150553,0.00012646,0.00045851,0.00025292,0.00002346,0.00021253,0.17909400,0.08965327,1999
leb128,0.00022594,0.00000000,katz,0.00150553,0.00014192,0.00045851,0.00025292,0.00019161,0.00027979,0.17894700,0.08961340,2000
patch-ng,0.00022594,0.00000000,katz,0.00150553,0.00013185,0.00045851,0.00025292,0.00008212,0.00023600,0.17892900,0.08958250,2001
aiortc,0.00022594,0.00271125,katz,0.00150553,0.00012543,0.00045851,0.00025292,0.00001223,0.00020804,0.17893800,0.08957302,2002
bc-python-hcl2,0.00022594,0.00022594,katz,0.00150553,0.00012539,0.00045851,0.00025292,0.00001173,0.00020784,0.17893400,0.08957092,2003
pycep-parser,0.00022594,0.00067781,katz,0.00150553,0.00012539,0.00045851,0.00025292,0.00001173,0.00020784,0.17893300,0.08957042,2004
datefinder,0.00022594,0.00090375,katz,0.00150553,0.00012623,0.00045851,0.00025292,0.00002090,0.00021151,0.17879700,0.08950426,2005
cloudsplaining,0.00022594,0.00542250,katz,0.00150553,0.00012539,0.00045851,0.00025292,0.00001173,0.00020784,0.17868200,0.08944492,2006
pydata-sphinx-theme,0.00022594,0.00587438,katz,0.00150553,0.00012822,0.00045851,0.00025292,0.00004258,0.00022018,0.17866900,0.08944459,2007
flask-compress,0.00022594,0.00248531,katz,0.00150553,0.00012499,0.00045851,0.00025292,0.00000747,0.00020614,0.17866200,0.08943407,2008
latex2mathml,0.00022594,0.00000000,katz,0.00150553,0.00012626,0.00045851,0.00025292,0.00002129,0.00021167,0.17850300,0.08935733,2009
depyf,0.00022594,0.00045188,katz,0.00150553,0.00012496,0.00045851,0.00025292,0.00000714,0.00020601,0.17831900,0.08926250,2010
formulaic,0.00022594,0.00203344,katz,0.00150553,0.00012911,0.00045851,0.00025292,0.00005226,0.00022405,0.17826200,0.08924303,2011
rouge-score,0.00022594,0.00000000,katz,0.00150553,0.00012582,0.00045851,0.00025292,0.00001642,0.00020972,0.17822400,0.08921686,2012
branca,0.00022594,0.00045188,katz,0.00150553,0.00013487,0.00045851,0.00025292,0.00011497,0.00024914,0.17808700,0.08916807,2013
azure-ai-ml,0.00022594,0.01378220,katz,0.00150553,0.00012574,0.00045851,0.00025292,0.00001554,0.00020936,0.17807500,0.08914218,2014
bc-jsonpath-ng,0.00022594,0.00045188,katz,0.00150553,0.00012539,0.00045851,0.00025292,0.00001173,0.00020784,0.17801800,0.08911292,2015
httpr,0.00022594,0.00000000,katz,0.00150553,0.00012724,0.00045851,0.00025292,0.00003194,0.00021592,0.17799300,0.08910446,2016
modelsearch,0.00045188,0.00135563,katz,0.00165608,0.00013091,0.00091701,0.00053114,0.00007183,0.00044388,0.17773300,0.08908844,2017
sqlite-vec,0.00022594,0.00000000,katz,0.00150553,0.00012761,0.00045851,0.00025292,0.00003593,0.00021752,0.17795900,0.08908826,2018
arviz,0.00022594,0.00293719,katz,0.00150553,0.00012761,0.00045851,0.00025292,0.00003593,0.00021752,0.17794400,0.08908076,2019
alive-progress,0.00022594,0.00045188,katz,0.00150553,0.00012557,0.00045851,0.00025292,0.00001369,0.00020862,0.17791500,0.08906181,2020
pyloudnorm,0.00022594,0.00045188,katz,0.00150553,0.00012604,0.00045851,0.00025292,0.00001885,0.00021069,0.17790600,0.08905834,2021
borb,0.00045188,0.00000000,katz,0.00165608,0.00012945,0.00091701,0.00053114,0.00005598,0.00043754,0.17755000,0.08899377,2022
jacobi,0.00022594,0.00022594,katz,0.00150553,0.00012646,0.00045851,0.00025292,0.00002346,0.00021253,0.17768700,0.08894977,2023
zfit-interface,0.00022594,0.00067781,katz,0.00150553,0.00012646,0.00045851,0.00025292,0.00002346,0.00021253,0.17765200,0.08893227,2024
django-otp,0.00022594,0.00090375,katz,0.00150553,0.00013751,0.00045851,0.00025292,0.00014371,0.00026063,0.17754700,0.08890382,2025
pykwalify,0.00022594,0.00090375,katz,0.00150553,0.00013751,0.00045851,0.00025292,0.00014371,0.00026063,0.17750600,0.08888332,2026
odfpy,0.00022594,0.00000000,katz,0.00150553,0.00012499,0.00045851,0.00025292,0.00000747,0.00020614,0.17755100,0.08887857,2027
pyautogui,0.00022594,0.00000000,katz,0.00150553,0.00012607,0.00045851,0.00025292,0.00001916,0.00021081,0.17739800,0.08880441,2028
haversine,0.00022594,0.00000000,katz,0.00150553,0.00013091,0.00045851,0.00025292,0.00007185,0.00023189,0.17736300,0.08879745,2029
glfw,0.00022594,0.00000000,katz,0.00150553,0.00013751,0.00045851,0.00025292,0.00014371,0.00026063,0.17723300,0.08874682,2030
tensorflow-metadata,0.00022594,0.00045188,katz,0.00150553,0.00012822,0.00045851,0.00025292,0.00004258,0.00022018,0.17724700,0.08873359,2031
mirakuru,0.00022594,0.00022594,katz,0.00150553,0.00013311,0.00045851,0.00025292,0.00009581,0.00024147,0.17720800,0.08872474,2032
kornia-rs,0.00022594,0.00000000,katz,0.00150553,0.00015953,0.00045851,0.00025292,0.00038322,0.00035644,0.17707400,0.08871522,2033
mypy-boto3-apigateway,0.00022594,0.00022594,katz,0.00150553,0.00012555,0.00045851,0.00025292,0.00001353,0.00020856,0.17721400,0.08871128,2034
home-assistant-bluetooth,0.00045188,0.00406688,katz,0.00165608,0.00012607,0.00091701,0.00053114,0.00001921,0.00042284,0.17699600,0.08870942,2035
azure-mgmt-containerregistrytasks,0.00022594,0.00000000,katz,0.00150553,0.00012503,0.00045851,0.00025292,0.00000782,0.00020628,0.17712900,0.08866764,2036
pyvex,0.00045188,0.00112969,katz,0.00165608,0.00013281,0.00091701,0.00053114,0.00009254,0.00045217,0.17684100,0.08864658,2037
appier,0.00022594,0.00000000,katz,0.00150553,0.00022997,0.00045851,0.00025292,0.00114966,0.00066301,0.17654600,0.08860451,2038
optype,0.00022594,0.00022594,katz,0.00150553,0.00015072,0.00045851,0.00025292,0.00028742,0.00031812,0.17671300,0.08851556,2039
pytest-mock,0.00000000,0.00180750,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.17701500,0.08850750,2040
cssbeautifier,0.00022594,0.00067781,katz,0.00150553,0.00013244,0.00045851,0.00025292,0.00008844,0.00023852,0.17677400,0.08850626,2041
hijridate,0.00022594,0.00000000,katz,0.00150553,0.00022997,0.00045851,0.00025292,0.00114966,0.00066301,0.17622300,0.08844301,2042
webargs,0.00022594,0.00090375,katz,0.00150553,0.00013135,0.00045851,0.00025292,0.00007664,0.00023381,0.17654100,0.08838740,2043
jaconv,0.00022594,0.00000000,katz,0.00150553,0.00015953,0.00045851,0.00025292,0.00038322,0.00035644,0.17639600,0.08837622,2044
regress,0.00022594,0.00000000,katz,0.00150553,0.00013135,0.00045851,0.00025292,0.00007664,0.00023381,0.17642800,0.08833090,2045
crccheck,0.00022594,0.00000000,katz,0.00150553,0.00013605,0.00045851,0.00025292,0.00012774,0.00025425,0.17636500,0.08830962,2046
sagemaker-scikit-learn-extension,0.00045188,0.00000000,katz,0.00165608,0.00013767,0.00091701,0.00053114,0.00014539,0.00047331,0.17603600,0.08825465,2047
langchain-tests,0.00022594,0.00000000,katz,0.00150553,0.00012558,0.00045851,0.00025292,0.00001385,0.00020869,0.17618900,0.08819884,2048
textblob,0.00022594,0.00112969,katz,0.00150553,0.00012959,0.00045851,0.00025292,0.00005748,0.00022614,0.17616800,0.08819707,2049
suds-community,0.00022594,0.00000000,katz,0.00150553,0.00013751,0.00045851,0.00025292,0.00014371,0.00026063,0.17608200,0.08817132,2050
mypy-boto3-signer,0.00022594,0.00022594,katz,0.00150553,0.00012555,0.00045851,0.00025292,0.00001353,0.00020856,0.17611100,0.08815978,2051
braceexpand,0.00022594,0.00000000,katz,0.00150553,0.00015953,0.00045851,0.00025292,0.00038322,0.00035644,0.17576900,0.08806272,2052
mypy-boto3-xray,0.00022594,0.00022594,katz,0.00150553,0.00012555,0.00045851,0.00025292,0.00001353,0.00020856,0.17588000,0.08804428,2053
mem0ai,0.00022594,0.00723000,katz,0.00150553,0.00012509,0.00045851,0.00025292,0.00000852,0.00020656,0.17585300,0.08802978,2054
ndindex,0.00022594,0.00000000,katz,0.00150553,0.00013018,0.00045851,0.00025292,0.00006387,0.00022870,0.17578300,0.08800585,2055
pytablewriter,0.00022594,0.00271125,katz,0.00150553,0.00012582,0.00045851,0.00025292,0.00001642,0.00020972,0.17578800,0.08799886,2056
decli,0.00022594,0.00000000,katz,0.00150553,0.00013018,0.00045851,0.00025292,0.00006387,0.00022870,0.17563600,0.08793235,2057
langgraph-runtime-inmem,0.00022594,0.00926344,katz,0.00150553,0.00012586,0.00045851,0.00025292,0.00001691,0.00020991,0.17560900,0.08790946,2058
mypy-boto3-schemas,0.00022594,0.00022594,katz,0.00150553,0.00012555,0.00045851,0.00025292,0.00001353,0.00020856,0.17556100,0.08788478,2059
voluptuous-serialize,0.00045188,0.00022594,katz,0.00165608,0.00012607,0.00091701,0.00053114,0.00001921,0.00042284,0.17532700,0.08787492,2060
mizani,0.00022594,0.00112969,katz,0.00150553,0.00013091,0.00045851,0.00025292,0.00007185,0.00023189,0.17550900,0.08787045,2061
hass-nabucasa,0.00045188,0.00948938,katz,0.00165608,0.00012607,0.00091701,0.00053114,0.00001921,0.00042284,0.17531600,0.08786942,2062
json-logic,0.00022594,0.00000000,katz,0.00150553,0.00013018,0.00045851,0.00025292,0.00006387,0.00022870,0.17522700,0.08772785,2063
tinydb,0.00022594,0.00000000,katz,0.00150553,0.00013091,0.00045851,0.00025292,0.00007185,0.00023189,0.17520900,0.08772045,2064
pytest-github-actions-annotate-failures,0.00022594,0.00180750,katz,0.00150553,0.00012503,0.00045851,0.00025292,0.00000787,0.00020630,0.17509200,0.08764915,2065
mdformat,0.00022594,0.00067781,katz,0.00150553,0.00014192,0.00045851,0.00025292,0.00019161,0.00027979,0.17500500,0.08764240,2066
composio-client,0.00022594,0.00316313,katz,0.00150553,0.00012959,0.00045851,0.00025292,0.00005748,0.00022614,0.17503600,0.08763107,2067
pyqt5-sip,0.00022594,0.00000000,katz,0.00150553,0.00017714,0.00045851,0.00025292,0.00057483,0.00043308,0.17482000,0.08762654,2068
llama-index-program-openai,0.00022594,0.01536376,katz,0.00150553,0.00012584,0.00045851,0.00025292,0.00001666,0.00020981,0.17500300,0.08760641,2069
snowflake-legacy,0.00022594,0.00000000,katz,0.00150553,0.00012761,0.00045851,0.00025292,0.00003593,0.00021752,0.17496000,0.08758876,2070
resampy,0.00022594,0.00067781,katz,0.00150553,0.00012604,0.00045851,0.00025292,0.00001885,0.00021069,0.17496500,0.08758784,2071
pycrdt-store,0.00045188,0.00135563,katz,0.00165608,0.00014141,0.00091701,0.00053114,0.00018609,0.00048959,0.17467800,0.08758379,2072
anywidget,0.00022594,0.00519657,katz,0.00150553,0.00012563,0.00045851,0.00025292,0.00001437,0.00020890,0.17489000,0.08754945,2073
numpy-typing-compat,0.00022594,0.00022594,katz,0.00150553,0.00015072,0.00045851,0.00025292,0.00028742,0.00031812,0.17476400,0.08754106,2074
wget,0.00022594,0.00000000,katz,0.00150553,0.00012646,0.00045851,0.00025292,0.00002346,0.00021253,0.17477700,0.08749477,2075
pyston,0.00045188,0.00000000,katz,0.00165608,0.00023196,0.00091701,0.00053114,0.00117136,0.00088370,0.17393800,0.08741085,2076
json-schema-to-pydantic,0.00022594,0.00112969,katz,0.00150553,0.00012959,0.00045851,0.00025292,0.00005748,0.00022614,0.17456600,0.08739607,2077
array-record,0.00022594,0.00000000,katz,0.00150553,0.00012822,0.00045851,0.00025292,0.00004258,0.00022018,0.17456200,0.08739109,2078
httpx-auth,0.00022594,0.00180750,katz,0.00150553,0.00012772,0.00045851,0.00025292,0.00003709,0.00021798,0.17455400,0.08738599,2079
mypy-boto3-lakeformation,0.00022594,0.00022594,katz,0.00150553,0.00012588,0.00045851,0.00025292,0.00001716,0.00021001,0.17453200,0.08737101,2080
pydantic-handlebars,0.00022594,0.00112969,katz,0.00150553,0.00012503,0.00045851,0.00025292,0.00000787,0.00020630,0.17445800,0.08733215,2081
model-hosting-container-standards,0.00022594,0.00406688,katz,0.00150553,0.00012496,0.00045851,0.00025292,0.00000714,0.00020601,0.17442100,0.08731350,2082
pygeohash,0.00022594,0.00000000,katz,0.00150553,0.00012499,0.00045851,0.00025292,0.00000747,0.00020614,0.17440800,0.08730707,2083
pyqt5-qt5,0.00022594,0.00000000,katz,0.00150553,0.00017714,0.00045851,0.00025292,0.00057483,0.00043308,0.17410900,0.08727104,2084
grpc-stubs,0.00022594,0.00045188,katz,0.00150553,0.00013391,0.00045851,0.00025292,0.00010451,0.00024496,0.17423300,0.08723898,2085
dpkt,0.00022594,0.00000000,katz,0.00150553,0.00012666,0.00045851,0.00025292,0.00002555,0.00021337,0.17419100,0.08720218,2086
opentelemetry-instrumentation-google-generativeai,0.00022594,0.00225938,katz,0.00150553,0.00012563,0.00045851,0.00025292,0.00001437,0.00020890,0.17401500,0.08711195,2087
arviz-plots,0.00045188,0.00271125,katz,0.00165608,0.00013595,0.00091701,0.00053114,0.00012671,0.00046584,0.17341800,0.08694192,2088
libcoal,0.00045188,0.00180750,katz,0.00165608,0.00014252,0.00091701,0.00053114,0.00019813,0.00049440,0.17337200,0.08693320,2089
playwright-stealth,0.00022594,0.00090375,katz,0.00150553,0.00012541,0.00045851,0.00025292,0.00001198,0.00020794,0.17353800,0.08687297,2090
aiohttp-socks,0.00022594,0.00271125,katz,0.00150553,0.00012871,0.00045851,0.00025292,0.00004790,0.00022231,0.17351700,0.08686966,2091
markdown-to-confluence,0.00022594,0.00338906,katz,0.00150553,0.00012519,0.00045851,0.00025292,0.00000958,0.00020698,0.17348600,0.08684649,2092
geocoder,0.00022594,0.00225938,katz,0.00150553,0.00013091,0.00045851,0.00025292,0.00007185,0.00023189,0.17336600,0.08679895,2093
simple-parsing,0.00022594,0.00045188,katz,0.00150553,0.00012822,0.00045851,0.00025292,0.00004258,0.00022018,0.17315600,0.08668809,2094
jinja2-simple-tags,0.00022594,0.00045188,katz,0.00150553,0.00012601,0.00045851,0.00025292,0.00001854,0.00021057,0.17299500,0.08660278,2095
django-crispy-forms,0.00022594,0.00090375,katz,0.00150553,0.00014544,0.00045851,0.00025292,0.00022993,0.00029512,0.17287600,0.08658556,2096
shelved-cache,0.00022594,0.00022594,katz,0.00150553,0.00013052,0.00045851,0.00025292,0.00006763,0.00023020,0.17290900,0.08656960,2097
django-formtools,0.00022594,0.00090375,katz,0.00150553,0.00013751,0.00045851,0.00025292,0.00014371,0.00026063,0.17274900,0.08650482,2098
exchange-calendars,0.00022594,0.00180750,katz,0.00150553,0.00013605,0.00045851,0.00025292,0.00012774,0.00025425,0.17275500,0.08650462,2099
poetry-plugin-export,0.00000000,0.01107094,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.17293400,0.08646700,2100
schedula,0.00022594,0.00000000,katz,0.00150553,0.00013605,0.00045851,0.00025292,0.00012774,0.00025425,0.17265500,0.08645462,2101
jsonpath-rfc9535,0.00045188,0.00045188,katz,0.00165608,0.00015427,0.00091701,0.00053114,0.00032601,0.00054556,0.17224700,0.08639628,2102
dvc,0.00022594,0.02304564,katz,0.00150553,0.00012528,0.00045851,0.00025292,0.00001055,0.00020737,0.17252500,0.08636618,2103
google-cloud-vectorsearch,0.00022594,0.00406688,katz,0.00150553,0.00012558,0.00045851,0.00025292,0.00001385,0.00020869,0.17245600,0.08633234,2104
magic-filter,0.00022594,0.00000000,katz,0.00150553,0.00013018,0.00045851,0.00025292,0.00006387,0.00022870,0.17238400,0.08630635,2105
mygene,0.00022594,0.00203344,katz,0.00150553,0.00012890,0.00045851,0.00025292,0.00004999,0.00022314,0.17237500,0.08629907,2106
soda-core-spark,0.00022594,0.00723000,katz,0.00150553,0.00012742,0.00045851,0.00025292,0.00003381,0.00021667,0.17237900,0.08629784,2107
sgqlc,0.00022594,0.00045188,katz,0.00150553,0.00012508,0.00045851,0.00025292,0.00000845,0.00020653,0.17233000,0.08626827,2108
aiohttp-fast-zlib,0.00045188,0.00248531,katz,0.00165608,0.00012607,0.00091701,0.00053114,0.00001921,0.00042284,0.17203300,0.08622792,2109
ecs-logging,0.00022594,0.00000000,katz,0.00150553,0.00015072,0.00045851,0.00025292,0.00028742,0.00031812,0.17208100,0.08619956,2110
comfyui-workflow-templates-media-other,0.00022594,0.00000000,katz,0.00150553,0.00014544,0.00045851,0.00025292,0.00022993,0.00029512,0.17199000,0.08614256,2111
types-pyasn1,0.00022594,0.00000000,katz,0.00150553,0.00022997,0.00045851,0.00025292,0.00114966,0.00066301,0.17161900,0.08614101,2112
coincurve,0.00022594,0.00000000,katz,0.00150553,0.00012911,0.00045851,0.00025292,0.00005226,0.00022405,0.17204900,0.08613653,2113
langchain-experimental,0.00022594,0.01129688,katz,0.00150553,0.00012509,0.00045851,0.00025292,0.00000852,0.00020656,0.17204400,0.08612528,2114
google-apitools,0.00022594,0.00180750,katz,0.00150553,0.00012702,0.00045851,0.00025292,0.00002948,0.00021494,0.17194200,0.08607847,2115
comfyui-workflow-templates-core,0.00022594,0.00000000,katz,0.00150553,0.00014544,0.00045851,0.00025292,0.00022993,0.00029512,0.17179800,0.08604656,2116
wordcloud,0.00022594,0.00248531,katz,0.00150553,0.00012642,0.00045851,0.00025292,0.00002299,0.00021235,0.17182400,0.08601817,2117
pystac,0.00022594,0.00045188,katz,0.00150553,0.00014544,0.00045851,0.00025292,0.00022993,0.00029512,0.17172600,0.08601056,2118
gprofiler-official,0.00022594,0.00112969,katz,0.00150553,0.00012890,0.00045851,0.00025292,0.00004999,0.00022314,0.17171300,0.08596807,2119
aiozoneinfo,0.00045188,0.00022594,katz,0.00165608,0.00012607,0.00091701,0.00053114,0.00001921,0.00042284,0.17145600,0.08593942,2120
standardwebhooks,0.00022594,0.00338906,katz,0.00150553,0.00012959,0.00045851,0.00025292,0.00005748,0.00022614,0.17152300,0.08587457,2121
comfyui-workflow-templates-media-image,0.00022594,0.00000000,katz,0.00150553,0.00014544,0.00045851,0.00025292,0.00022993,0.00029512,0.17135800,0.08582656,2122
hashids,0.00022594,0.00000000,katz,0.00150553,0.00012499,0.00045851,0.00025292,0.00000747,0.00020614,0.17141100,0.08580857,2123
nulltype,0.00022594,0.00000000,katz,0.00150553,0.00015072,0.00045851,0.00025292,0.00028742,0.00031812,0.17119900,0.08575856,2124
voluptuous-openapi,0.00045188,0.00022594,katz,0.00165608,0.00012607,0.00091701,0.00053114,0.00001921,0.00042284,0.17105800,0.08574042,2125
secure,0.00022594,0.00000000,katz,0.00150553,0.00012557,0.00045851,0.00025292,0.00001369,0.00020862,0.17119800,0.08570331,2126
fcache,0.00022594,0.00022594,katz,0.00150553,0.00012911,0.00045851,0.00025292,0.00005226,0.00022405,0.17117600,0.08570003,2127
sphinx-basic-ng,0.00022594,0.00000000,katz,0.00150553,0.00012822,0.00045851,0.00025292,0.00004258,0.00022018,0.17117500,0.08569759,2128
fastwarc,0.00022594,0.00067781,katz,0.00150553,0.00015072,0.00045851,0.00025292,0.00028742,0.00031812,0.17080400,0.08556106,2129
azure-cosmosdb-nspkg,0.00022594,0.00022594,katz,0.00150553,0.00013185,0.00045851,0.00025292,0.00008212,0.00023600,0.17087700,0.08555650,2130
betterproto,0.00022594,0.00000000,katz,0.00150553,0.00012702,0.00045851,0.00025292,0.00002948,0.00021494,0.17089100,0.08555297,2131
objsize,0.00022594,0.00000000,katz,0.00150553,0.00012702,0.00045851,0.00025292,0.00002948,0.00021494,0.17086800,0.08554147,2132
securetar,0.00045188,0.00112969,katz,0.00165608,0.00012607,0.00091701,0.00053114,0.00001921,0.00042284,0.17065900,0.08554092,2133
prime-sandboxes,0.00022594,0.00451875,katz,0.00150553,0.00012534,0.00045851,0.00025292,0.00001127,0.00020766,0.17087200,0.08553983,2134
comfyui-workflow-templates-media-api,0.00022594,0.00000000,katz,0.00150553,0.00014544,0.00045851,0.00025292,0.00022993,0.00029512,0.17071400,0.08550456,2135
testing-common-database,0.00022594,0.00000000,katz,0.00150553,0.00014192,0.00045851,0.00025292,0.00019161,0.00027979,0.17070200,0.08549090,2136
psutil-home-assistant,0.00045188,0.00022594,katz,0.00165608,0.00012607,0.00091701,0.00053114,0.00001921,0.00042284,0.17045100,0.08543692,2137
aiohttp-jinja2,0.00022594,0.00293719,katz,0.00150553,0.00012890,0.00045851,0.00025292,0.00004999,0.00022314,0.17060900,0.08541607,2138
utilsforecast,0.00022594,0.00135563,katz,0.00150553,0.00012890,0.00045851,0.00025292,0.00004999,0.00022314,0.17054900,0.08538607,2139
semantic-link-sempy,0.00022594,0.01649345,katz,0.00150553,0.00012563,0.00045851,0.00025292,0.00001437,0.00020890,0.17048700,0.08534795,2140
libsass,0.00022594,0.00000000,katz,0.00150553,0.00013605,0.00045851,0.00025292,0.00012774,0.00025425,0.17043600,0.08534512,2141
casbin,0.00022594,0.00022594,katz,0.00150553,0.00012539,0.00045851,0.00025292,0.00001173,0.00020784,0.17043000,0.08531892,2142
opentelemetry-instrumentation-groq,0.00022594,0.00225938,katz,0.00150553,0.00012563,0.00045851,0.00025292,0.00001437,0.00020890,0.17042500,0.08531695,2143
prime-tunnel,0.00022594,0.00293719,katz,0.00150553,0.00012534,0.00045851,0.00025292,0.00001127,0.00020766,0.17038900,0.08529833,2144
parsy,0.00022594,0.00000000,katz,0.00150553,0.00013751,0.00045851,0.00025292,0.00014371,0.00026063,0.17026500,0.08526282,2145
dogpile-cache,0.00022594,0.00067781,katz,0.00150553,0.00012682,0.00045851,0.00025292,0.00002737,0.00021410,0.17013900,0.08517655,2146
textdistance,0.00022594,0.00000000,katz,0.00150553,0.00012682,0.00045851,0.00025292,0.00002737,0.00021410,0.17010500,0.08515955,2147
neptune-api,0.00022594,0.00361500,katz,0.00150553,0.00012772,0.00045851,0.00025292,0.00003709,0.00021798,0.17005700,0.08513749,2148
aioquic,0.00022594,0.00248531,katz,0.00150553,0.00012666,0.00045851,0.00025292,0.00002555,0.00021337,0.16999600,0.08510468,2149
red-black-tree-mod,0.00022594,0.00000000,katz,0.00150553,0.00012987,0.00045851,0.00025292,0.00006051,0.00022735,0.16997000,0.08509868,2150
bump2version,0.00022594,0.00000000,katz,0.00150553,0.00022997,0.00045851,0.00025292,0.00114966,0.00066301,0.16950000,0.08508151,2151
pymatting,0.00022594,0.00112969,katz,0.00150553,0.00012837,0.00045851,0.00025292,0.00004422,0.00022084,0.16991000,0.08506542,2152
flask-talisman,0.00022594,0.00000000,katz,0.00150553,0.00012499,0.00045851,0.00025292,0.00000747,0.00020614,0.16985600,0.08503107,2153
http-ece,0.00022594,0.00090375,katz,0.00150553,0.00012959,0.00045851,0.00025292,0.00005748,0.00022614,0.16981600,0.08502107,2154
pyquaternion,0.00022594,0.00022594,katz,0.00150553,0.00012577,0.00045851,0.00025292,0.00001597,0.00020954,0.16962100,0.08491527,2155
django-js-asset,0.00022594,0.00090375,katz,0.00150553,0.00014544,0.00045851,0.00025292,0.00022993,0.00029512,0.16950300,0.08489906,2156
comfyui-workflow-templates-media-video,0.00022594,0.00000000,katz,0.00150553,0.00014544,0.00045851,0.00025292,0.00022993,0.00029512,0.16947700,0.08488606,2157
ephem,0.00022594,0.00000000,katz,0.00150553,0.00015072,0.00045851,0.00025292,0.00028742,0.00031812,0.16939000,0.08485406,2158
urllib3-future,0.00022594,0.00067781,katz,0.00150553,0.00014192,0.00045851,0.00025292,0.00019161,0.00027979,0.16938700,0.08483340,2159
chess,0.00022594,0.00000000,katz,0.00150553,0.00022997,0.00045851,0.00025292,0.00114966,0.00066301,0.16899400,0.08482851,2160
fugue,0.00022594,0.00225938,katz,0.00150553,0.00012890,0.00045851,0.00025292,0.00004999,0.00022314,0.16935400,0.08478857,2161
attributes-doc,0.00045188,0.00000000,katz,0.00165608,0.00017904,0.00091701,0.00053114,0.00059557,0.00065338,0.16857400,0.08461369,2162
django-polymorphic,0.00022594,0.00090375,katz,0.00150553,0.00013940,0.00045851,0.00025292,0.00016424,0.00026884,0.16888200,0.08457542,2163
hypothesis-jsonschema,0.00022594,0.00203344,katz,0.00150553,0.00012682,0.00045851,0.00025292,0.00002737,0.00021410,0.16888700,0.08455055,2164
opentelemetry-instrumentation-openai-agents,0.00022594,0.00225938,katz,0.00150553,0.00012563,0.00045851,0.00025292,0.00001437,0.00020890,0.16887200,0.08454045,2165
dotty-dict,0.00022594,0.00000000,katz,0.00150553,0.00012783,0.00045851,0.00025292,0.00003832,0.00021848,0.16886200,0.08454024,2166
tree-sitter-languages,0.00000000,0.00022594,katz,0.00136866,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.16907300,0.08453650,2167
kagglesdk,0.00022594,0.00135563,katz,0.00150553,0.00013487,0.00045851,0.00025292,0.00011497,0.00024914,0.16864400,0.08444657,2168
beanie,0.00022594,0.00203344,katz,0.00150553,0.00012808,0.00045851,0.00025292,0.00004106,0.00021957,0.16855600,0.08438779,2169
sigtools,0.00022594,0.00022594,katz,0.00150553,0.00015072,0.00045851,0.00025292,0.00028742,0.00031812,0.16845000,0.08438406,2170
locate,0.00022594,0.00000000,katz,0.00150553,0.00014192,0.00045851,0.00025292,0.00019161,0.00027979,0.16834100,0.08431040,2171
usort,0.00022594,0.00225938,katz,0.00150553,0.00013052,0.00045851,0.00025292,0.00006763,0.00023020,0.16834000,0.08428510,2172
langchain-mongodb,0.00022594,0.00994126,katz,0.00150553,0.00012666,0.00045851,0.00025292,0.00002555,0.00021337,0.16830000,0.08425668,2173
wassima,0.00022594,0.00000000,katz,0.00150553,0.00014192,0.00045851,0.00025292,0.00019161,0.00027979,0.16819900,0.08423940,2174
frida,0.00022594,0.00022594,katz,0.00150553,0.00012642,0.00045851,0.00025292,0.00002299,0.00021235,0.16824100,0.08422667,2175
gherkin-official,0.00022594,0.00022594,katz,0.00150553,0.00013185,0.00045851,0.00025292,0.00008212,0.00023600,0.16819100,0.08421350,2176
standard-telnetlib,0.00045188,0.00000000,katz,0.00165608,0.00012607,0.00091701,0.00053114,0.00001921,0.00042284,0.16797600,0.08419942,2177
sudachipy,0.00022594,0.00000000,katz,0.00150553,0.00022997,0.00045851,0.00025292,0.00114966,0.00066301,0.16763800,0.08415051,2178
docker-image-py,0.00022594,0.00022594,katz,0.00150553,0.00012634,0.00045851,0.00025292,0.00002211,0.00021199,0.16785600,0.08403400,2179
