package,in_degree_centrality,out_degree_centrality,betweenness,pagerank,in_degree_centrality_norm,betweenness_norm,pagerank_norm,criticality_index,risk_score,combined_score,criticality_rank
holoviews,0.00022594,0.00745594,0.00000000,0.00012742,0.00045851,0.00000000,0.00003381,0.00012815,0.16594853,0.08307284,2209
biotraj,0.00022594,0.00045188,0.00000000,0.00013391,0.00045851,0.00000000,0.00010451,0.00015643,0.16587295,0.08305681,2210
pinecone-plugin-assistant,0.00022594,0.00112969,0.00000000,0.00012630,0.00045851,0.00000000,0.00002169,0.00012330,0.16592194,0.08305582,2211
keyrings-google-artifactregistry-auth,0.00000000,0.00519657,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.16609455,0.08304728,2212
trampoline,0.00022594,0.00000000,0.00000000,0.00015072,0.00045851,0.00000000,0.00028742,0.00022959,0.16573508,0.08304415,2213
hypothesis-graphql,0.00022594,0.00112969,0.00000000,0.00012682,0.00045851,0.00000000,0.00002737,0.00012558,0.16588074,0.08303697,2214
hyperpyyaml,0.00022594,0.00067781,0.00000000,0.00012709,0.00045851,0.00000000,0.00003025,0.00012673,0.16586372,0.08302934,2215
lsprotocol,0.00022594,0.00090375,0.00000000,0.00014544,0.00045851,0.00000000,0.00022993,0.00020660,0.16564460,0.08298122,2216
isal,0.00022594,0.00000000,0.00000000,0.00013135,0.00045851,0.00000000,0.00007664,0.00014528,0.16573867,0.08298109,2217
filterpy,0.00022594,0.00000000,0.00000000,0.00013487,0.00045851,0.00000000,0.00011497,0.00016061,0.16567985,0.08296348,2218
dnslib,0.00022594,0.00000000,0.00000000,0.00012890,0.00045851,0.00000000,0.00004999,0.00013462,0.16564124,0.08292417,2219
coreforecast,0.00022594,0.00022594,0.00000000,0.00012890,0.00045851,0.00000000,0.00004999,0.00013462,0.16562377,0.08291544,2220
paddlex,0.00022594,0.01129688,0.00000000,0.00012616,0.00045851,0.00000000,0.00002017,0.00012269,0.16560636,0.08289756,2221
unpaddedbase64,0.00022594,0.00000000,0.00000000,0.00012871,0.00045851,0.00000000,0.00004790,0.00013379,0.16538730,0.08279656,2222
requests-aws-sign,0.00022594,0.00248531,0.00000000,0.00013311,0.00045851,0.00000000,0.00009581,0.00015295,0.16534187,0.08278859,2223
mapbox-earcut,0.00022594,0.00022594,0.00000000,0.00012761,0.00045851,0.00000000,0.00003593,0.00012900,0.16533127,0.08276487,2224
ase,0.00022594,0.00271125,0.00000000,0.00012660,0.00045851,0.00000000,0.00002499,0.00012462,0.16526872,0.08273022,2225
annotatedyaml,0.00045188,0.00067781,0.00000000,0.00012607,0.00091701,0.00000000,0.00001921,0.00023694,0.16496747,0.08266599,2226
harfile,0.00022594,0.00000000,0.00000000,0.00012682,0.00045851,0.00000000,0.00002737,0.00012558,0.16512746,0.08266033,2227
array-api-compat,0.00022594,0.00000000,0.00000000,0.00012682,0.00045851,0.00000000,0.00002737,0.00012558,0.16509315,0.08264317,2228
docx2pdf,0.00022594,0.00022594,0.00000000,0.00012560,0.00045851,0.00000000,0.00001402,0.00012023,0.16502299,0.08260398,2229
tcmlib,0.00022594,0.00000000,0.00000000,0.00022997,0.00045851,0.00000000,0.00114966,0.00057449,0.16421263,0.08254823,2230
starlette-testclient,0.00022594,0.00203344,0.00000000,0.00012682,0.00045851,0.00000000,0.00002737,0.00012558,0.16485259,0.08252289,2231
mitmproxy-rs,0.00022594,0.00022594,0.00000000,0.00012666,0.00045851,0.00000000,0.00002555,0.00012485,0.16481122,0.08250165,2232
minify-html,0.00022594,0.00000000,0.00000000,0.00012642,0.00045851,0.00000000,0.00002299,0.00012382,0.16478901,0.08248975,2233
molecule,0.00022594,0.00587438,0.00000000,0.00012822,0.00045851,0.00000000,0.00004258,0.00013166,0.16477487,0.08248871,2234
pinotdb,0.00000000,0.00225938,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.16497586,0.08248793,2235
cwsandbox,0.00000000,0.00090375,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.16487039,0.08243520,2236
sqlitedict,0.00022594,0.00000000,0.00000000,0.00012582,0.00045851,0.00000000,0.00001642,0.00012120,0.16443647,0.08231146,2237
pysher,0.00022594,0.00000000,0.00000000,0.00012959,0.00045851,0.00000000,0.00005748,0.00013762,0.16432318,0.08226745,2238
typish,0.00022594,0.00000000,0.00000000,0.00022997,0.00045851,0.00000000,0.00114966,0.00057449,0.16350488,0.08219436,2239
lzallright,0.00022594,0.00000000,0.00000000,0.00014544,0.00045851,0.00000000,0.00022993,0.00020660,0.16394402,0.08213093,2240
sklearn-compat,0.00022594,0.00112969,0.00000000,0.00014192,0.00045851,0.00000000,0.00019161,0.00019127,0.16390420,0.08209923,2241
fast-depends,0.00022594,0.00090375,0.00000000,0.00013605,0.00045851,0.00000000,0.00012774,0.00016572,0.16393768,0.08209632,2242
manifold3d,0.00022594,0.00022594,0.00000000,0.00012761,0.00045851,0.00000000,0.00003593,0.00012900,0.16396706,0.08208276,2243
opentelemetry-instrumentation-voyageai,0.00022594,0.00225938,0.00000000,0.00012563,0.00045851,0.00000000,0.00001437,0.00012037,0.16395832,0.08207176,2244
apkinspector,0.00022594,0.00000000,0.00000000,0.00012642,0.00045851,0.00000000,0.00002299,0.00012382,0.16392340,0.08205695,2245
grep-ast,0.00022594,0.00067781,0.00000000,0.00012593,0.00045851,0.00000000,0.00001769,0.00012170,0.16386948,0.08202836,2246
pydynamodb,0.00022594,0.00203344,0.00000000,0.00012556,0.00045851,0.00000000,0.00001360,0.00012007,0.16368147,0.08193309,2247
aws-lambda-builders,0.00022594,0.00067781,0.00000000,0.00012555,0.00045851,0.00000000,0.00001353,0.00012004,0.16359171,0.08188819,2248
pycollada,0.00022594,0.00067781,0.00000000,0.00012761,0.00045851,0.00000000,0.00003593,0.00012900,0.16350491,0.08185168,2249
homeassistant,0.00022594,0.02304564,0.00000000,0.00012503,0.00045851,0.00000000,0.00000787,0.00011778,0.16349986,0.08184053,2250
verspec,0.00022594,0.00000000,0.00000000,0.00012934,0.00045851,0.00000000,0.00005475,0.00013652,0.16333860,0.08177432,2251
litestar,0.00022594,0.00542250,0.00000000,0.00012572,0.00045851,0.00000000,0.00001533,0.00012076,0.16319439,0.08169008,2252
oslo-config,0.00022594,0.00000000,0.00000000,0.00012853,0.00045851,0.00000000,0.00004599,0.00013302,0.16311342,0.08165903,2253
onecache,0.00022594,0.00000000,0.00000000,0.00014544,0.00045851,0.00000000,0.00022993,0.00020660,0.16299147,0.08165466,2254
fluent-syntax,0.00022594,0.00022594,0.00000000,0.00014544,0.00045851,0.00000000,0.00022993,0.00020660,0.16294094,0.08162939,2255
mplcursors,0.00022594,0.00248531,0.00000000,0.00013091,0.00045851,0.00000000,0.00007185,0.00014337,0.16291235,0.08156646,2256
embreex,0.00022594,0.00022594,0.00000000,0.00012761,0.00045851,0.00000000,0.00003593,0.00012900,0.16286002,0.08152924,2257
tilelang,0.00022594,0.00225938,0.00000000,0.00012496,0.00045851,0.00000000,0.00000714,0.00011748,0.16273459,0.08145766,2258
mutf8,0.00022594,0.00000000,0.00000000,0.00012642,0.00045851,0.00000000,0.00002299,0.00012382,0.16260360,0.08139705,2259
apify-shared,0.00022594,0.00000000,0.00000000,0.00015072,0.00045851,0.00000000,0.00028742,0.00022959,0.16237057,0.08136189,2260
rfc3339,0.00022594,0.00000000,0.00000000,0.00014192,0.00045851,0.00000000,0.00019161,0.00019127,0.16235561,0.08132494,2261
python-lsp-jsonrpc,0.00022594,0.00022594,0.00000000,0.00013052,0.00045851,0.00000000,0.00006763,0.00014168,0.16237717,0.08129757,2262
types-click,0.00022594,0.00000000,0.00000000,0.00015072,0.00045851,0.00000000,0.00028742,0.00022959,0.16222506,0.08128914,2263
svg-path,0.00022594,0.00000000,0.00000000,0.00012761,0.00045851,0.00000000,0.00003593,0.00012900,0.16220012,0.08119929,2264
tentaclio,0.00022594,0.00497063,0.00000000,0.00012822,0.00045851,0.00000000,0.00004258,0.00013166,0.16214150,0.08117202,2265
yggdrasil-engine,0.00022594,0.00000000,0.00000000,0.00012911,0.00045851,0.00000000,0.00005226,0.00013553,0.16212919,0.08116885,2266
visions,0.00022594,0.00180750,0.00000000,0.00012642,0.00045851,0.00000000,0.00002299,0.00012382,0.16197771,0.08108410,2267
x-wr-timezone,0.00022594,0.00135563,0.00000000,0.00013940,0.00045851,0.00000000,0.00016424,0.00018032,0.16183338,0.08105540,2268
scim2-filter-parser,0.00022594,0.00022594,0.00000000,0.00014192,0.00045851,0.00000000,0.00019161,0.00019127,0.16177089,0.08103258,2269
impit,0.00022594,0.00000000,0.00000000,0.00015072,0.00045851,0.00000000,0.00028742,0.00022959,0.16149401,0.08092361,2270
testtools,0.00022594,0.00000000,0.00000000,0.00015953,0.00045851,0.00000000,0.00038322,0.00026791,0.16141682,0.08091450,2271
pytest-datadir,0.00022594,0.00180750,0.00000000,0.00013487,0.00045851,0.00000000,0.00011497,0.00016061,0.16149003,0.08086856,2272
hdijupyterutils,0.00022594,0.02349751,0.00000000,0.00012529,0.00045851,0.00000000,0.00001074,0.00011892,0.16153623,0.08085959,2273
python-telegram-bot,0.00000000,0.00180750,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.16166816,0.08083408,2274
unitycatalog-langchain,0.00022594,0.01423407,0.00000000,0.00012498,0.00045851,0.00000000,0.00000728,0.00011754,0.16145532,0.08081807,2275
anndata,0.00022594,0.00000000,0.00000000,0.00012682,0.00045851,0.00000000,0.00002737,0.00012558,0.16141082,0.08080200,2276
wagtail,0.00022594,0.00700407,0.00000000,0.00012742,0.00045851,0.00000000,0.00003381,0.00012815,0.16125430,0.08072573,2277
pygdbmi,0.00022594,0.00000000,0.00000000,0.00012959,0.00045851,0.00000000,0.00005748,0.00013762,0.16110353,0.08065763,2278
readabilipy,0.00022594,0.00180750,0.00000000,0.00012671,0.00045851,0.00000000,0.00002613,0.00012508,0.16105348,0.08062296,2279
google-cloud-modelarmor,0.00022594,0.00406688,0.00000005,0.00012574,0.00045851,0.00832178,0.00001554,0.00303346,0.15657863,0.08062275,2280
vhacdx,0.00022594,0.00022594,0.00000000,0.00012761,0.00045851,0.00000000,0.00003593,0.00012900,0.16102674,0.08061260,2281
openstacksdk,0.00022594,0.00000000,0.00000000,0.00012682,0.00045851,0.00000000,0.00002737,0.00012558,0.16094123,0.08056721,2282
word2number,0.00022594,0.00000000,0.00000000,0.00012582,0.00045851,0.00000000,0.00001642,0.00012120,0.16091771,0.08055208,2283
pylink-square,0.00022594,0.00045188,0.00000000,0.00012871,0.00045851,0.00000000,0.00004790,0.00013379,0.16087078,0.08053830,2284
oslo-serialization,0.00022594,0.00000000,0.00000000,0.00012853,0.00045851,0.00000000,0.00004599,0.00013302,0.16080026,0.08050245,2285
sqlalchemy-adapter,0.00022594,0.00158156,0.00000000,0.00012539,0.00045851,0.00000000,0.00001173,0.00011932,0.16075809,0.08047083,2286
python-jose,0.00000000,0.00090375,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.16078497,0.08039248,2287
itypes,0.00022594,0.00000000,0.00000000,0.00013751,0.00045851,0.00000000,0.00014371,0.00017211,0.16051292,0.08038885,2288
sagemaker-mlops,0.00022594,0.03389065,0.00000000,0.00012501,0.00045851,0.00000000,0.00000761,0.00011767,0.16056328,0.08037216,2289
django-pglock,0.00022594,0.00112969,0.00000000,0.00014192,0.00045851,0.00000000,0.00019161,0.00019127,0.16039890,0.08034658,2290
esptool,0.00022594,0.00384094,0.00000000,0.00012959,0.00045851,0.00000000,0.00005748,0.00013762,0.16046247,0.08033710,2291
marshmallow-union,0.00022594,0.00067781,0.00000001,0.00012499,0.00045851,0.00166436,0.00000747,0.00070014,0.15956261,0.08031987,2292
decopatch,0.00022594,0.00022594,0.00000000,0.00013487,0.00045851,0.00000000,0.00011497,0.00016061,0.16038879,0.08031794,2293
rpyc,0.00022594,0.00022594,0.00000000,0.00012742,0.00045851,0.00000000,0.00003381,0.00012815,0.16027602,0.08023659,2294
cliff,0.00022594,0.00271125,0.00000000,0.00012682,0.00045851,0.00000000,0.00002737,0.00012558,0.16021896,0.08020608,2295
lunardate,0.00022594,0.00000000,0.00000000,0.00014192,0.00045851,0.00000000,0.00019161,0.00019127,0.16009313,0.08019370,2296
pytest-docker-tools,0.00022594,0.00316313,0.00000000,0.00012751,0.00045851,0.00000000,0.00003484,0.00012856,0.16017859,0.08018819,2297
llama-index-indices-managed-llama-cloud,0.00000000,0.01491188,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.16027965,0.08013982,2298
docopt-ng,0.00022594,0.00000000,0.00000000,0.00017714,0.00045851,0.00000000,0.00057483,0.00034456,0.15974525,0.08013767,2299
traceback2,0.00022594,0.00022594,0.00000000,0.00015072,0.00045851,0.00000000,0.00028742,0.00022959,0.15990133,0.08012728,2300
langchain-cohere,0.00022594,0.01536376,0.00000008,0.00012509,0.00045851,0.01332475,0.00000852,0.00478169,0.15285993,0.08010819,2301
fancycompleter,0.00022594,0.00022594,0.00000000,0.00015953,0.00045851,0.00000000,0.00038322,0.00026791,0.15956198,0.07998708,2302
phik,0.00022594,0.00316313,0.00000000,0.00012642,0.00045851,0.00000000,0.00002299,0.00012382,0.15967749,0.07993399,2303
apify-fingerprint-datapoints,0.00022594,0.00000000,0.00000000,0.00015953,0.00045851,0.00000000,0.00038322,0.00026791,0.15942525,0.07991871,2304
robust-downloader,0.00022594,0.00158156,0.00000000,0.00013605,0.00045851,0.00000000,0.00012774,0.00016572,0.15949889,0.07987692,2305
prawcore,0.00022594,0.00112969,0.00000000,0.00013751,0.00045851,0.00000000,0.00014371,0.00017211,0.15946634,0.07986556,2306
smg-grpc-proto,0.00022594,0.00067781,0.00000000,0.00014192,0.00045851,0.00000000,0.00019161,0.00019127,0.15939237,0.07984332,2307
fastdiff,0.00022594,0.00045188,0.00000000,0.00014544,0.00045851,0.00000000,0.00022993,0.00020660,0.15933696,0.07982740,2308
pact-python-ffi,0.00022594,0.00045188,0.00000000,0.00013751,0.00045851,0.00000000,0.00014371,0.00017211,0.15932332,0.07979405,2309
types-werkzeug,0.00022594,0.00000000,0.00000000,0.00015072,0.00045851,0.00000000,0.00028742,0.00022959,0.15922437,0.07978879,2310
plux,0.00022594,0.00000000,0.00000000,0.00012890,0.00045851,0.00000000,0.00004999,0.00013462,0.15928918,0.07974815,2311
columnar,0.00022594,0.00045188,0.00000000,0.00013391,0.00045851,0.00000000,0.00010451,0.00015643,0.15905523,0.07964795,2312
ocspbuilder,0.00022594,0.00045188,0.00000000,0.00015072,0.00045851,0.00000000,0.00028742,0.00022959,0.15892869,0.07964096,2313
flupy,0.00022594,0.00022594,0.00000000,0.00013605,0.00045851,0.00000000,0.00012774,0.00016572,0.15899418,0.07962457,2314
moto,0.00000000,0.00451875,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.15922497,0.07961248,2315
jupyter-ydoc,0.00022594,0.00112969,0.00000000,0.00012610,0.00045851,0.00000000,0.00001949,0.00012242,0.15900546,0.07959690,2316
scooby,0.00022594,0.00000000,0.00000000,0.00012772,0.00045851,0.00000000,0.00003709,0.00012946,0.15889278,0.07954597,2317
darkdetect,0.00022594,0.00000000,0.00000000,0.00017714,0.00045851,0.00000000,0.00057483,0.00034456,0.15837489,0.07945249,2318
tonyg-rfc3339,0.00022594,0.00000000,0.00000000,0.00012987,0.00045851,0.00000000,0.00006051,0.00013883,0.15853460,0.07937409,2319
application-properties,0.00022594,0.00090375,0.00000000,0.00013391,0.00045851,0.00000000,0.00010451,0.00015643,0.15844891,0.07934479,2320
shillelagh,0.00022594,0.00451875,0.00000000,0.00012499,0.00045851,0.00000000,0.00000747,0.00011761,0.15847396,0.07932745,2321
jinja2-ansible-filters,0.00022594,0.00067781,0.00000000,0.00012959,0.00045851,0.00000000,0.00005748,0.00013762,0.15832652,0.07926912,2322
tqdm-loggable,0.00022594,0.00022594,0.00000000,0.00012551,0.00045851,0.00000000,0.00001306,0.00011985,0.15826740,0.07922590,2323
fastsafetensors,0.00022594,0.00180750,0.00000000,0.00012496,0.00045851,0.00000000,0.00000714,0.00011748,0.15825788,0.07921931,2324
clikit,0.00022594,0.00067781,0.00000000,0.00012987,0.00045851,0.00000000,0.00006051,0.00013883,0.15804943,0.07913150,2325
ibm-cos-sdk,0.00022594,0.00225938,0.00000000,0.00012853,0.00045851,0.00000000,0.00004599,0.00013302,0.15792836,0.07906650,2326
plum-dispatch,0.00022594,0.00135563,0.00000000,0.00013311,0.00045851,0.00000000,0.00009581,0.00015295,0.15786093,0.07904812,2327
databricks-sqlalchemy,0.00000000,0.00519657,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.15802076,0.07901038,2328
pydantic-ai,0.00000000,0.03298690,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.15801019,0.07900509,2329
textwrap3,0.00022594,0.00000000,0.00000000,0.00022997,0.00045851,0.00000000,0.00114966,0.00057449,0.15708959,0.07898671,2330
iminuit,0.00045188,0.00022594,0.00000000,0.00013202,0.00091701,0.00000000,0.00008397,0.00026284,0.15740979,0.07890708,2331
autogen-core,0.00022594,0.00248531,0.00000000,0.00013311,0.00045851,0.00000000,0.00009581,0.00015295,0.15753562,0.07888546,2332
nvidia-cudnn-cu13,0.00000000,0.00045188,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.15776761,0.07888380,2333
minidump,0.00045188,0.00000000,0.00000000,0.00013281,0.00091701,0.00000000,0.00009254,0.00026627,0.15716465,0.07878714,2334
pyqt6-webengine-qt6,0.00022594,0.00000000,0.00000000,0.00012702,0.00045851,0.00000000,0.00002948,0.00012642,0.15735686,0.07877567,2335
delta-spark,0.00000000,0.00090375,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.15755122,0.07877561,2336
udapi,0.00045188,0.00045188,0.00000000,0.00015784,0.00091701,0.00000000,0.00036486,0.00037520,0.15696628,0.07877175,2337
parsley,0.00022594,0.00000000,0.00000000,0.00014544,0.00045851,0.00000000,0.00022993,0.00020660,0.15717066,0.07874425,2338
objprint,0.00022594,0.00000000,0.00000000,0.00022997,0.00045851,0.00000000,0.00114966,0.00057449,0.15656135,0.07872259,2339
cart,0.00045188,0.00022594,0.00000000,0.00013281,0.00091701,0.00000000,0.00009254,0.00026627,0.15692590,0.07866777,2340
swebench,0.00000000,0.01717126,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.15729881,0.07864940,2341
shellescape,0.00022594,0.00000000,0.00000000,0.00013751,0.00045851,0.00000000,0.00014371,0.00017211,0.15699719,0.07863099,2342
jsmin,0.00022594,0.00000000,0.00000000,0.00012934,0.00045851,0.00000000,0.00005475,0.00013652,0.15700011,0.07860507,2343
domdf-python-tools,0.00022594,0.00045188,0.00000000,0.00015072,0.00045851,0.00000000,0.00028742,0.00022959,0.15669551,0.07852437,2344
legacy-api-wrap,0.00022594,0.00000000,0.00000000,0.00012682,0.00045851,0.00000000,0.00002737,0.00012558,0.15679234,0.07849277,2345
naked,0.00022594,0.00135563,0.00000000,0.00013751,0.00045851,0.00000000,0.00014371,0.00017211,0.15664431,0.07845455,2346
json-stream-rs-tokenizer,0.00022594,0.00000000,0.00000000,0.00022997,0.00045851,0.00000000,0.00114966,0.00057449,0.15598892,0.07843637,2347
maggma,0.00022594,0.00971532,0.00000000,0.00012660,0.00045851,0.00000000,0.00002499,0.00012462,0.15658098,0.07838636,2348
semgrep,0.00000000,0.01468595,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.15675238,0.07837619,2349
taskiq,0.00022594,0.00451875,0.00000000,0.00012911,0.00045851,0.00000000,0.00005226,0.00013553,0.15647616,0.07834233,2350
pdfplumber,0.00000000,0.00180750,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.15666879,0.07833440,2351
stix2,0.00022594,0.00203344,0.00000000,0.00012623,0.00045851,0.00000000,0.00002090,0.00012299,0.15644197,0.07831559,2352
htmlmin2,0.00022594,0.00000000,0.00000000,0.00012934,0.00045851,0.00000000,0.00005475,0.00013652,0.15642046,0.07831525,2353
ruyaml,0.00022594,0.00045188,0.00000000,0.00012959,0.00045851,0.00000000,0.00005748,0.00013762,0.15641618,0.07831395,2354
od,0.00022594,0.00000000,0.00000000,0.00015072,0.00045851,0.00000000,0.00028742,0.00022959,0.15622065,0.07828693,2355
pysimdjson,0.00022594,0.00000000,0.00000000,0.00012987,0.00045851,0.00000000,0.00006051,0.00013883,0.15628943,0.07825151,2356
nvidia-nvshmem-cu13,0.00000000,0.00022594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.15650212,0.07825106,2357
xmljson,0.00022594,0.00000000,0.00000000,0.00012586,0.00045851,0.00000000,0.00001691,0.00012139,0.15618272,0.07818474,2358
pyright,0.00000000,0.00045188,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.15635268,0.07817634,2359
numkong,0.00022594,0.00000000,0.00000000,0.00016183,0.00045851,0.00000000,0.00040828,0.00027794,0.15588567,0.07815664,2360
retry,0.00000000,0.00045188,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.15629920,0.07814960,2361
nvidia-cusolver,0.00000000,0.00090375,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.15619897,0.07809948,2362
fasttext-predict,0.00022594,0.00000000,0.00000000,0.00013605,0.00045851,0.00000000,0.00012774,0.00016572,0.15585049,0.07805273,2363
poly-eip712-structs,0.00022594,0.00406688,0.00000000,0.00012783,0.00045851,0.00000000,0.00003832,0.00012996,0.15579198,0.07799596,2364
cli-exit-tools,0.00022594,0.00180750,0.00000000,0.00013244,0.00045851,0.00000000,0.00008844,0.00015000,0.15570829,0.07796953,2365
pytensor,0.00022594,0.00293719,0.00000000,0.00012761,0.00045851,0.00000000,0.00003593,0.00012900,0.15571537,0.07795691,2366
docstring-to-markdown,0.00022594,0.00067781,0.00000000,0.00013052,0.00045851,0.00000000,0.00006763,0.00014168,0.15565313,0.07793555,2367
twine,0.00000000,0.00677813,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.15584766,0.07792383,2368
pytoolconfig,0.00022594,0.00045188,0.00000000,0.00015072,0.00045851,0.00000000,0.00028742,0.00022959,0.15527447,0.07781385,2369
pyro-api,0.00022594,0.00000000,0.00000000,0.00014544,0.00045851,0.00000000,0.00022993,0.00020660,0.15513316,0.07772550,2370
jsonalias,0.00022594,0.00000000,0.00000000,0.00017714,0.00045851,0.00000000,0.00057483,0.00034456,0.15487504,0.07770257,2371
cuid,0.00022594,0.00000000,0.00000000,0.00012563,0.00045851,0.00000000,0.00001437,0.00012037,0.15518069,0.07768294,2372
types-greenlet,0.00022594,0.00000000,0.00000000,0.00017714,0.00045851,0.00000000,0.00057483,0.00034456,0.15483083,0.07768046,2373
backports-tempfile,0.00022594,0.00022594,0.00000000,0.00012623,0.00045851,0.00000000,0.00002090,0.00012299,0.15514992,0.07766957,2374
dagster-pandas,0.00022594,0.01174876,0.00000000,0.00012568,0.00045851,0.00000000,0.00001493,0.00012060,0.15514989,0.07766771,2375
evdev,0.00022594,0.00000000,0.00000000,0.00015953,0.00045851,0.00000000,0.00038322,0.00026791,0.15475365,0.07758291,2376
application-file-scanner,0.00022594,0.00067781,0.00000000,0.00013391,0.00045851,0.00000000,0.00010451,0.00015643,0.15487585,0.07755826,2377
y-py,0.00022594,0.00000000,0.00000000,0.00014192,0.00045851,0.00000000,0.00019161,0.00019127,0.15478273,0.07753850,2378
session-info2,0.00022594,0.00000000,0.00000000,0.00012682,0.00045851,0.00000000,0.00002737,0.00012558,0.15476000,0.07747660,2379
csvw,0.00022594,0.00361500,0.00000000,0.00013018,0.00045851,0.00000000,0.00006387,0.00014017,0.15459092,0.07740329,2380
jcs,0.00022594,0.00000000,0.00000000,0.00013244,0.00045851,0.00000000,0.00008844,0.00015000,0.15455768,0.07739422,2381
databento-dbn,0.00022594,0.00000000,0.00000000,0.00012911,0.00045851,0.00000000,0.00005226,0.00013553,0.15447524,0.07734187,2382
langchain-google-vertexai,0.00000000,0.01875282,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.15467219,0.07733610,2383
databricks-openai,0.00022594,0.02959783,0.00000000,0.00012498,0.00045851,0.00000000,0.00000728,0.00011754,0.15443232,0.07730657,2384
unicorn,0.00022594,0.00000000,0.00000000,0.00012742,0.00045851,0.00000000,0.00003381,0.00012815,0.15438065,0.07728891,2385
dukpy,0.00022594,0.00000000,0.00000000,0.00013605,0.00045851,0.00000000,0.00012774,0.00016572,0.15425993,0.07725745,2386
hashring,0.00022594,0.00000000,0.00000000,0.00014192,0.00045851,0.00000000,0.00019161,0.00019127,0.15405854,0.07717640,2387
alphashape,0.00022594,0.00180750,0.00000000,0.00012541,0.00045851,0.00000000,0.00001198,0.00011942,0.15412838,0.07715605,2388
pytest-freezer,0.00022594,0.00248531,0.00000000,0.00012503,0.00045851,0.00000000,0.00000787,0.00011778,0.15405826,0.07711972,2389
importlab,0.00022594,0.00022594,0.00000000,0.00013091,0.00045851,0.00000000,0.00007185,0.00014337,0.15385585,0.07703821,2390
libusb-package,0.00022594,0.00045188,0.00000000,0.00012871,0.00045851,0.00000000,0.00004790,0.00013379,0.15386527,0.07703555,2391
grapheme,0.00022594,0.00000000,0.00000000,0.00012557,0.00045851,0.00000000,0.00001369,0.00012010,0.15387118,0.07702798,2392
hvac,0.00000000,0.00112969,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.15394974,0.07697487,2393
httpstan,0.00022594,0.00000000,0.00000000,0.00012987,0.00045851,0.00000000,0.00006051,0.00013883,0.15372684,0.07697021,2394
google-cloud-org-policy,0.00022594,0.00406688,0.00000000,0.00012911,0.00045851,0.00000000,0.00005226,0.00013553,0.15368562,0.07694706,2395
tensorflow-probability,0.00022594,0.00203344,0.00000000,0.00012646,0.00045851,0.00000000,0.00002346,0.00012401,0.15355942,0.07687510,2396
simple-salesforce,0.00000000,0.00429282,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.15350433,0.07675217,2397
nvidia-cuda-cccl-cu12,0.00022594,0.00000000,0.00000000,0.00022997,0.00045851,0.00000000,0.00114966,0.00057449,0.15258675,0.07673529,2398
dydantic,0.00022594,0.00112969,0.00000000,0.00012742,0.00045851,0.00000000,0.00003381,0.00012815,0.15326817,0.07673266,2399
aiogithubapi,0.00045188,0.00271125,0.00000000,0.00012607,0.00091701,0.00000000,0.00001921,0.00023694,0.15299227,0.07667839,2400
pyocse,0.00022594,0.00045188,0.00000000,0.00012660,0.00045851,0.00000000,0.00002499,0.00012462,0.15312176,0.07665675,2401
datadog-api-client,0.00000000,0.00112969,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.15330195,0.07665097,2402
vasprun-xml,0.00022594,0.00338906,0.00000000,0.00012660,0.00045851,0.00000000,0.00002499,0.00012462,0.15308743,0.07663958,2403
maison,0.00022594,0.00271125,0.00000000,0.00012959,0.00045851,0.00000000,0.00005748,0.00013762,0.15299170,0.07660171,2404
great-expectations,0.00000000,0.00745594,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.15310408,0.07655204,2405
py-openapi-schema-to-json-schema,0.00022594,0.00000000,0.00000000,0.00012598,0.00045851,0.00000000,0.00001825,0.00012193,0.15288662,0.07653710,2406
apache-airflow-providers-fab,0.00000000,0.03479440,0.00000000,0.00012431,0.00000000,0.00000000,0.00000000,0.00000000,0.15306005,0.07653002,2407
